age,education,wage,hh_size,count_car,total_asset,total_income,total_debt,total_consumption,hospitalization_expenses,gender,hukou,marriage,physical_condition,work,old_age_insurance,medical_insurance,unemployment_insurance,housing_fund,poor_hh,house_type,phone_type,hhid,remark,pline,track,hhead,respond,year,returnee
26.0,6.0,,7.0,0,32307.479,3611.0,,9557.247,,0.0,,2.0,,,,,,,,1.0,2.0,2013021023,,11.0,1,0.0,0.0,2015.0,0.0
24.0,15.0,,2.0,0,156010.0,19080.0,40000.0,31380.0,,1.0,0.0,1.0,2.0,0.0,,2.0,,,0.0,1.0,1.0,201101219,,2.0,1,0.0,0.0,2015.0,0.0
22.0,9.0,,4.0,1,161962.83,27950.0,,21245.18,,0.0,,1.0,,,,,,,,1.0,1.0,2013023069,,5.0,1,0.0,0.0,2015.0,0.0
33.0,9.0,,3.0,0,88050.0,37850.0,30000.0,52600.0,,0.0,1.0,2.0,2.0,0.0,,3.0,,0.0,0.0,1.0,1.0,2013016059,,4.0,1,0.0,0.0,2015.0,1.0
38.0,12.0,2499.99951171875,2.0,0,220700.0,5930.0,,10719.999,,1.0,1.0,2.0,2.0,1.0,,3.0,0.0,0.0,0.0,1.0,2.0,2013012300,,4.0,1,0.0,0.0,2015.0,1.0
27.0,9.0,9301.5458984375,4.0,1,113000.0,17342.0,20000.0,13680.0,,1.0,1.0,2.0,1.0,1.0,,3.0,0.0,0.0,0.0,1.0,1.0,2013027223,,3.0,1,0.0,0.0,2015.0,1.0
44.0,6.0,13618.197265625,2.0,0,508508.0,35476.0,,40920.0,,0.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,2015024221,,3.0,0,0.0,0.0,2015.0,1.0
27.0,15.0,,3.0,1,443025.56,56700.0,,42300.0,,1.0,,2.0,,,,,,,0.0,1.0,1.0,2013002320,,6.0,1,0.0,0.0,2015.0,0.0
46.0,6.0,20000.00390625,4.0,0,32155.113,76600.0,32000.0,30720.004,,0.0,1.0,2.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,201105938,,4.0,1,0.0,0.0,2015.0,1.0
54.0,12.0,,4.0,0,643053.3,107000.0,,43900.0,,1.0,,2.0,,,,,,,0.0,1.0,1.0,2013007260,,1.0,1,0.0,0.0,2015.0,0.0
20.0,9.0,7499.9990234375,3.0,0,539670.0,59348.0,1200.0,84352.01,,1.0,1.0,1.0,2.0,1.0,,3.0,0.0,0.0,0.0,1.0,1.0,2013027817,,4.0,1,0.0,0.0,2015.0,1.0
41.0,9.0,,3.0,2,961500.0,45904.0,,59360.0,,0.0,1.0,2.0,,,,3.0,,,,1.0,1.0,2013004434,,1.0,1,0.0,0.0,2015.0,0.0
28.0,9.0,,6.0,0,159185.0,4370.0,,74000.0,,1.0,,1.0,,,,,,,0.0,1.0,1.0,2013018921,,1.0,1,0.0,0.0,2015.0,0.0
29.0,16.0,55000.0078125,4.0,0,256428.61,89885.0,200000.0,46419.797,,1.0,,2.0,2.0,1.0,,3.0,0.0,0.0,0.0,1.0,1.0,2013014189,无法判断,3.0,1,0.0,2.0,2015.0,1.0
39.0,9.0,,5.0,0,202100.0,76680.0,,42623.992,,0.0,,2.0,,,,,,,0.0,1.0,2.0,201103989,,7.0,1,0.0,0.0,2015.0,0.0
48.0,9.0,50000.0078125,4.0,0,15566.309,50000.0,,12850.899,,1.0,1.0,2.0,1.0,1.0,,,0.0,0.0,0.0,1.0,3.0,201103006,,1.0,1,1.0,0.0,2015.0,1.0
34.0,15.0,149999.953125,6.0,1,3838321.5,266381.0,,594019.9,,1.0,1.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,,2.0,1.0,2015026583,,1.0,0,1.0,1.0,2015.0,0.0
42.0,9.0,,3.0,0,145000.0,10290.0,,29818.191,,1.0,,2.0,,,,,,,1.0,1.0,2.0,2013005990,,3.0,1,0.0,0.0,2015.0,0.0
36.0,12.0,,5.0,0,22116.668,3000.0,80000.0,74400.1,,1.0,,2.0,,,,,,,1.0,3.0,2.0,201105957,,3.0,1,0.0,0.0,2015.0,0.0
33.0,9.0,59999.98046875,2.0,0,1080000.0,183243.0,90000.0,36563.74,,0.0,1.0,2.0,1.0,1.0,,3.0,0.0,0.0,0.0,1.0,1.0,2013010964,,1.0,1,0.0,0.0,2015.0,0.0
50.0,6.0,,2.0,0,93500.0,18000.0,,18800.0,,0.0,1.0,2.0,1.0,0.0,,,,0.0,0.0,1.0,2.0,2013013357,,2.0,1,0.0,0.0,2015.0,1.0
37.0,9.0,,3.0,0,4658.841,0.0,6000.0,74291.99,,0.0,0.0,3.0,1.0,0.0,,,,0.0,0.0,2.0,1.0,2015010816,,1.0,0,1.0,1.0,2015.0,0.0
58.0,6.0,,4.0,0,211032.28,20000.0,,25248.092,,1.0,1.0,2.0,2.0,1.0,3.0,3.0,,0.0,0.0,1.0,2.0,2013013473,,1.0,1,1.0,1.0,2015.0,1.0
41.0,9.0,4000.001953125,2.0,0,235000.0,11200.0,,34059.996,,0.0,1.0,2.0,1.0,1.0,,,0.0,0.0,,1.0,2.0,201101399,,2.0,1,0.0,0.0,2015.0,0.0
29.0,12.0,23999.998046875,4.0,0,100053.08,109450.0,,56027.684,,0.0,1.0,2.0,2.0,1.0,,,0.0,0.0,0.0,1.0,2.0,2015018190,,6.0,0,0.0,0.0,2015.0,0.0
41.0,9.0,,3.0,1,6329641.0,2000.0,,53784.508,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,,0.0,1.0,1.0,2015014241,,2.0,0,1.0,0.0,2015.0,1.0
25.0,6.0,,4.0,0,139459.69,6600.0,50000.0,10999.998,,0.0,1.0,2.0,2.0,0.0,,3.0,,0.0,0.0,1.0,2.0,2013016100,,4.0,1,0.0,0.0,2015.0,1.0
20.0,9.0,,3.0,0,50000.0,22900.0,,18280.0,,0.0,,1.0,,,,,,,0.0,1.0,1.0,201102202,,4.0,1,0.0,0.0,2015.0,0.0
27.0,9.0,,5.0,0,20500.0,5200.0,265000.0,65600.0,,1.0,,2.0,,,,,,,0.0,1.0,2.0,2013004618,,3.0,1,0.0,0.0,2015.0,0.0
46.0,9.0,,3.0,0,31279.352,18526.0,,14239.999,,1.0,1.0,2.0,3.0,0.0,3.0,3.0,,0.0,1.0,1.0,3.0,2015027055,,1.0,0,1.0,1.0,2015.0,1.0
31.0,12.0,,7.0,0,291008.7,59220.0,,28620.0,,0.0,,2.0,,,,,,,,1.0,2.0,2013018839,,4.0,1,0.0,0.0,2015.0,0.0
27.0,9.0,35999.984375,4.0,0,153300.0,40582.0,,41677.824,,1.0,1.0,2.0,1.0,1.0,,3.0,,0.0,0.0,1.0,2.0,2015030389,,2.0,0,0.0,0.0,2015.0,1.0
46.0,6.0,23999.998046875,4.0,0,508100.0,31530.0,15000.0,46415.996,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,2015033706,,2.0,0,1.0,0.0,2015.0,1.0
35.0,9.0,75000.015625,2.0,1,617325.0,95600.0,,49900.0,,1.0,1.0,2.0,1.0,1.0,,,0.0,0.0,,2.0,1.0,2013010662,,2.0,1,0.0,0.0,2015.0,0.0
26.0,9.0,10000.0029296875,4.0,0,170111.8,23500.0,,23300.0,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,2015024503,,3.0,0,0.0,0.0,2015.0,1.0
35.0,12.0,,2.0,0,117890.0,22001.0,,40770.824,,1.0,,2.0,,,,,,,,1.0,3.0,201106149,,6.0,1,0.0,0.0,2015.0,0.0
22.0,9.0,8400.0009765625,5.0,1,1162850.0,-27500.0,,37020.0,5500.0,0.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,2013025017,,3.0,1,0.0,0.0,2015.0,0.0
48.0,9.0,,3.0,0,189185.19,1920.0,,8981.122,,0.0,,2.0,,,,,,,,1.0,2.0,2013015726,,3.0,1,0.0,0.0,2015.0,0.0
27.0,16.0,,6.0,0,212226.23,200.0,,69555.984,,1.0,,2.0,,,,,,,0.0,1.0,2.0,2013013709,,6.0,1,0.0,0.0,2015.0,0.0
27.0,12.0,,5.0,0,206448.27,8470.0,,31279.996,,0.0,1.0,2.0,2.0,,3.0,3.0,,0.0,0.0,1.0,2.0,2013019554,,7.0,1,0.0,0.0,2015.0,0.0
45.0,6.0,20000.00390625,2.0,0,222600.0,24800.0,1600.0,12840.003,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,2013023380,,1.0,1,1.0,1.0,2015.0,1.0
43.0,9.0,,2.0,1,304714.0,8160.0,,49695.426,,0.0,1.0,2.0,1.0,0.0,,3.0,,0.0,0.0,2.0,2.0,2013001016,,1.0,1,0.0,1.0,2015.0,0.0
47.0,9.0,43523.94140625,5.0,0,417367.84,66740.0,53788.89,22124.22,,1.0,0.0,2.0,2.0,1.0,,2.0,0.0,0.0,,1.0,1.0,2015021249,,2.0,0,0.0,0.0,2015.0,1.0
29.0,19.0,,3.0,1,558800.0,40800.0,,42859.996,,0.0,,1.0,,,,,,,,1.0,2.0,2013026753,,3.0,1,0.0,0.0,2015.0,0.0
53.0,12.0,,2.0,0,2900077.2,58800.0,,47609.99,,0.0,,2.0,,,,,,,,1.0,2.0,2013008913,,1.0,1,0.0,0.0,2015.0,0.0
27.0,12.0,,4.0,0,1146000.0,30000.0,5000000.0,214599.97,,1.0,1.0,2.0,1.0,1.0,3.0,,0.0,0.0,,1.0,1.0,2015002422,,1.0,0,1.0,1.0,2015.0,1.0
27.0,9.0,,3.0,0,871383.06,53532.0,,87784.93,,0.0,1.0,1.0,3.0,1.0,,3.0,0.0,0.0,,1.0,1.0,2013024947,,1.0,1,1.0,1.0,2015.0,1.0
31.0,15.0,,3.0,1,1254600.0,170070.0,305000.0,108399.99,,1.0,0.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,0.0,2.0,1.0,2015026552,,2.0,0,0.0,0.0,2015.0,1.0
38.0,9.0,29999.9921875,2.0,0,58571.43,87740.0,32000.0,14064.0,,1.0,0.0,1.0,2.0,1.0,,3.0,0.0,0.0,1.0,1.0,2.0,2013006273,,3.0,1,0.0,0.0,2015.0,1.0
24.0,9.0,7690.7060546875,6.0,0,68468.67,27566.0,,38472.86,,1.0,1.0,2.0,1.0,1.0,,3.0,0.0,0.0,0.0,1.0,3.0,2013020946,,7.0,1,0.0,0.0,2015.0,1.0
56.0,9.0,,4.0,1,243500.0,57220.0,30000.0,32099.994,,1.0,1.0,2.0,3.0,1.0,3.0,3.0,,0.0,,1.0,2.0,2013003113,,1.0,1,0.0,1.0,2015.0,1.0
51.0,9.0,,3.0,0,2244186.0,18000.0,,13639.049,,1.0,,2.0,,,,,,,0.0,1.0,3.0,2013016676,,3.0,1,0.0,0.0,2015.0,0.0
20.0,9.0,,4.0,0,643000.0,200600.0,,16424.0,,1.0,1.0,1.0,1.0,1.0,,3.0,0.0,0.0,0.0,1.0,2.0,2013018440,,6.0,1,0.0,0.0,2015.0,0.0
33.0,15.0,,2.0,1,2060000.0,84000.0,,57057.79,,1.0,,2.0,,,,,,,0.0,1.0,1.0,201102390,,3.0,1,0.0,0.0,2015.0,0.0
28.0,12.0,,4.0,3,19749360.0,5000000.0,400000.0,305199.97,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,2015017869,,1.0,0,1.0,1.0,2015.0,1.0
26.0,9.0,20000.00390625,2.0,0,126000.0,37142.0,,46742.297,,0.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,,2.0,1.0,2015014598,,1.0,0,1.0,1.0,2015.0,0.0
38.0,0.0,,3.0,0,16007.557,29174.0,60000.0,33735.992,,0.0,1.0,2.0,1.0,1.0,,3.0,,0.0,1.0,3.0,1.0,2013028015,,1.0,1,0.0,0.0,2015.0,1.0
29.0,9.0,,4.0,0,170004.86,28679.0,20000.0,14390.002,,0.0,,1.0,,,,,,,0.0,1.0,3.0,2013028031,,1.0,1,0.0,0.0,2015.0,0.0
21.0,9.0,,5.0,0,73240.0,31875.0,41000.0,43684.0,,1.0,1.0,1.0,2.0,0.0,,3.0,,0.0,0.0,1.0,2.0,2013024487,,4.0,1,0.0,0.0,2015.0,1.0
28.0,9.0,,3.0,0,354842.97,71600.0,,29919.998,,1.0,,1.0,,,,,,,0.0,1.0,1.0,2013020343,,3.0,1,0.0,0.0,2015.0,0.0
25.0,15.0,,5.0,0,268466.03,11098.0,20000.0,40700.0,,1.0,,1.0,,,,,,,0.0,1.0,2.0,201106975,,4.0,1,0.0,0.0,2015.0,0.0
32.0,6.0,,2.0,0,26200.0,4730.0,,7371.9995,,0.0,,2.0,,,,,,,1.0,1.0,2.0,2013004273,,3.0,1,0.0,0.0,2015.0,0.0
40.0,12.0,,2.0,1,7034000.0,221000.0,2010000.0,203205.16,,0.0,0.0,2.0,1.0,0.0,4.0,2.0,,0.0,,2.0,1.0,2015026445,,1.0,0,0.0,1.0,2015.0,1.0
47.0,6.0,,4.0,0,328313.28,110476.0,,14816.986,,1.0,1.0,2.0,2.0,1.0,,3.0,,0.0,0.0,1.0,2.0,2015008199,,1.0,0,1.0,1.0,2015.0,1.0
43.0,6.0,11240.673828125,3.0,0,408880.97,21244.0,35000.0,25408.39,,1.0,1.0,2.0,2.0,1.0,,3.0,0.0,0.0,0.0,1.0,2.0,2013013761,,2.0,1,1.0,0.0,2015.0,1.0
26.0,16.0,36701.21875,1.0,0,764300.0,36782.0,,62240.008,,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,2.0,1.0,2015026705,,1.0,0,1.0,1.0,2015.0,0.0
20.0,12.0,,3.0,0,318600.0,172900.0,,22536.0,,1.0,1.0,1.0,1.0,0.0,,,,0.0,0.0,1.0,2.0,2015009503,,3.0,0,0.0,0.0,2015.0,0.0
35.0,16.0,149999.953125,2.0,2,5368682.5,412000.0,10000.0,191799.98,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2013008890,,2.0,1,1.0,0.0,2015.0,0.0
51.0,12.0,,4.0,0,497000.0,32000.0,60000.0,43695.996,,0.0,1.0,2.0,2.0,0.0,,3.0,,0.0,0.0,2.0,1.0,2013011311,疑似代答,1.0,1,1.0,2.0,2015.0,1.0
21.0,9.0,,1.0,0,26464.31,3397.0,,23960.004,,1.0,,1.0,,,,,,,1.0,1.0,2.0,2013003945,,3.0,1,0.0,0.0,2015.0,0.0
32.0,16.0,,3.0,1,1252070.0,97524.0,20000.0,85480.0,4000.001953125,0.0,0.0,2.0,1.0,0.0,2.0,1.0,,1.0,,1.0,1.0,2013023142,,1.0,1,1.0,1.0,2015.0,1.0
49.0,6.0,4013.153076171875,3.0,0,109172.59,110563.0,,10419.999,1250.0001220703125,0.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,2013007284,,1.0,1,0.0,0.0,2015.0,1.0
26.0,9.0,,5.0,0,28636.473,31998.0,40000.0,54556.992,,1.0,1.0,2.0,2.0,1.0,,3.0,0.0,0.0,0.0,1.0,2.0,2015016233,,6.0,0,0.0,0.0,2015.0,1.0
30.0,15.0,,4.0,0,1257005.5,60160.0,,51510.99,,1.0,,2.0,,,,,,,0.0,1.0,1.0,2013001913,,3.0,1,0.0,0.0,2015.0,0.0
39.0,6.0,,5.0,0,483400.0,148150.0,27000.0,54920.008,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,,0.0,,1.0,1.0,2013021480,,4.0,1,0.0,0.0,2015.0,1.0
22.0,16.0,66428.4765625,3.0,0,286520.7,102568.0,,42180.004,,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2013015973,,2.0,1,0.0,0.0,2015.0,0.0
27.0,16.0,,4.0,1,783700.0,195285.0,80000.0,44900.004,,0.0,,1.0,,,,,,,,1.0,1.0,2013024385,,3.0,1,0.0,0.0,2015.0,0.0
37.0,9.0,,8.0,0,350729.1,2040.0,,24559.996,,1.0,,2.0,,,,,,,,1.0,1.0,201106729,,7.0,1,0.0,0.0,2015.0,0.0
49.0,9.0,,4.0,3,8648338.0,902240.0,1750000.0,196069.9,,0.0,1.0,2.0,2.0,1.0,5.0,,0.0,1.0,0.0,1.0,1.0,2013001801,,2.0,1,0.0,0.0,2015.0,0.0
18.0,9.0,,3.0,0,327921.4,42000.0,23000.0,49339.99,,1.0,1.0,1.0,1.0,0.0,,3.0,,0.0,0.0,2.0,1.0,2015015122,,3.0,0,0.0,0.0,2015.0,0.0
22.0,15.0,,4.0,0,586000.0,2720.0,,25396.0,,0.0,,1.0,,,,,,,,1.0,1.0,201101130,,5.0,1,0.0,0.0,2015.0,0.0
26.0,15.0,35000.0,6.0,0,335000.0,126010.0,,45300.004,,1.0,1.0,2.0,1.0,1.0,,2.0,0.0,0.0,,1.0,1.0,2015023680,,1.0,0,0.0,1.0,2015.0,1.0
50.0,9.0,,3.0,0,308500.0,148660.0,,69900.0,,1.0,1.0,2.0,2.0,1.0,,3.0,0.0,0.0,,2.0,1.0,2015017099,,1.0,0,1.0,1.0,2015.0,1.0
44.0,6.0,,3.0,0,26571.428,0.0,,5700.0005,,0.0,,2.0,,,,,,,1.0,1.0,2.0,2013018493,,6.0,1,0.0,0.0,2015.0,0.0
34.0,12.0,,2.0,0,1174268.0,18208.0,,31143.998,,0.0,,2.0,,,,,,,0.0,1.0,2.0,2013014181,,4.0,1,0.0,0.0,2015.0,0.0
35.0,9.0,,3.0,0,568350.0,13600.0,150000.0,19100.0,,0.0,,2.0,,,,,,,,1.0,2.0,2013007180,,4.0,1,0.0,0.0,2015.0,0.0
35.0,9.0,,3.0,0,459708.25,103680.0,160000.0,30780.004,,0.0,1.0,2.0,1.0,1.0,3.0,3.0,,0.0,0.0,1.0,2.0,2013021383,,4.0,1,0.0,1.0,2015.0,0.0
46.0,9.0,,4.0,0,788600.0,101088.0,,57399.99,,1.0,1.0,2.0,3.0,1.0,,3.0,0.0,0.0,,1.0,2.0,2015030512,,1.0,0,0.0,1.0,2015.0,1.0
35.0,9.0,,2.0,0,120952.414,1440.0,,18665.998,,1.0,,2.0,,,,,,,,1.0,2.0,2013025885,,3.0,1,0.0,0.0,2015.0,0.0
57.0,9.0,,3.0,0,11819.568,30.0,,14224.001,,1.0,1.0,2.0,3.0,1.0,,,0.0,0.0,,1.0,2.0,2015032149,,3.0,0,0.0,0.0,2015.0,1.0
20.0,9.0,35999.984375,2.0,0,115300.0,75204.0,2600.0,8624.0,,1.0,1.0,1.0,2.0,1.0,,3.0,0.0,0.0,0.0,1.0,2.0,2013002774,,2.0,1,0.0,0.0,2015.0,1.0
34.0,16.0,70000.03125,2.0,1,1426672.5,196800.0,,94499.984,,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,2.0,2015014230,,3.0,0,0.0,0.0,2015.0,1.0
24.0,9.0,,3.0,0,488008.8,424500.0,,107232.03,,0.0,,1.0,,,,,,,,1.0,1.0,2013005792,,3.0,1,0.0,0.0,2015.0,0.0
47.0,6.0,39999.99609375,3.0,0,1358800.0,90800.0,,89132.68,,1.0,,2.0,2.0,1.0,4.0,,1.0,0.0,0.0,1.0,1.0,2013009951,,2.0,1,0.0,0.0,2015.0,1.0
26.0,15.0,,1.0,0,1006000.0,9240.0,,29536.004,,0.0,,1.0,,,,,,,0.0,1.0,3.0,2013001051,,3.0,1,0.0,0.0,2015.0,0.0
46.0,6.0,119999.9921875,3.0,1,255545.69,150000.0,,55899.99,,0.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,2015012629,,1.0,0,0.0,1.0,2015.0,0.0
49.0,12.0,,3.0,0,270051.5,43010.0,12000.0,13522.416,,0.0,1.0,2.0,2.0,0.0,,3.0,,0.0,,1.0,1.0,2013021655,,3.0,1,0.0,1.0,2015.0,1.0
24.0,9.0,,4.0,0,368934.12,89378.0,,33180.0,,0.0,,1.0,,,,,,,0.0,1.0,2.0,2013018490,,6.0,1,0.0,0.0,2015.0,0.0
34.0,9.0,,2.0,0,143900.0,15155.0,,12760.0,,1.0,,2.0,,,,,,,0.0,1.0,2.0,2013028142,,3.0,1,0.0,0.0,2015.0,0.0
37.0,12.0,35999.984375,2.0,1,3349027.5,817000.0,590890.06,77599.984,,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2015002413,,1.0,0,1.0,1.0,2015.0,1.0
18.0,9.0,,4.0,0,178550.0,12850.0,80000.0,27393.998,,0.0,,2.0,,,,,,,,1.0,2.0,2013004765,,4.0,1,0.0,0.0,2015.0,0.0
47.0,9.0,100000.015625,3.0,0,65843.48,221600.0,,36455.996,,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,2.0,2015014618,,4.0,0,0.0,0.0,2015.0,0.0
37.0,12.0,,3.0,0,1206500.0,76000.0,,64000.027,,1.0,,2.0,,,,,,,0.0,1.0,2.0,2013008571,,5.0,1,0.0,0.0,2015.0,0.0
40.0,9.0,,1.0,0,865167.6,11.0,,68815.83,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2015018095,,1.0,0,1.0,1.0,2015.0,0.0
42.0,9.0,,2.0,1,706945.25,60500.0,86000.0,51600.0,,1.0,1.0,2.0,1.0,0.0,4.0,4.0,,0.0,,1.0,1.0,2013026550,,2.0,1,1.0,0.0,2015.0,1.0
48.0,6.0,,4.0,2,5680500.0,268000.0,212000.0,172920.02,,0.0,1.0,2.0,2.0,0.0,3.0,3.0,,0.0,0.0,1.0,1.0,2013008937,,5.0,1,0.0,0.0,2015.0,0.0
46.0,0.0,,3.0,0,104600.0,12600.0,15000.0,48960.0,,1.0,1.0,2.0,1.0,1.0,,3.0,,0.0,1.0,1.0,2.0,2013022535,,1.0,1,1.0,1.0,2015.0,1.0
57.0,16.0,,3.0,0,18254358.0,94534.0,,220794.69,,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,,1.0,1.0,2015019296,,2.0,0,0.0,0.0,2015.0,0.0
25.0,12.0,,5.0,1,1875000.0,149000.0,,172000.0,,0.0,1.0,2.0,1.0,1.0,,,0.0,0.0,,2.0,2.0,2015013957,,5.0,0,0.0,0.0,2015.0,0.0
55.0,12.0,,10.0,1,154854.62,62670.0,,113639.47,,1.0,,2.0,,,,,,,0.0,1.0,2.0,2013013346,,10.0,1,0.0,0.0,2015.0,0.0
60.0,6.0,,3.0,1,923820.0,84342.0,6000.0,95099.99,,0.0,,2.0,,,,,,,,1.0,1.0,2013004378,,3.0,1,0.0,0.0,2015.0,0.0
49.0,9.0,,5.0,0,849203.1,50934.0,,23400.0,,0.0,0.0,2.0,1.0,0.0,4.0,3.0,,0.0,,1.0,1.0,2013017584,,1.0,1,0.0,1.0,2015.0,1.0
24.0,12.0,13346.9853515625,2.0,0,363300.0,163631.0,200000.0,359656.0,,1.0,0.0,1.0,3.0,1.0,,,0.0,,,1.0,1.0,2015007115,,2.0,0,0.0,0.0,2015.0,0.0
44.0,9.0,,3.0,2,2264100.0,157000.0,340000.0,152750.0,,0.0,1.0,2.0,2.0,0.0,4.0,,,0.0,0.0,1.0,1.0,2015006207,,1.0,0,0.0,1.0,2015.0,1.0
33.0,9.0,,3.0,0,89625.64,31680.0,,15466.511,,0.0,,2.0,,,,,,,0.0,1.0,2.0,201103990,,6.0,1,0.0,0.0,2015.0,0.0
52.0,9.0,,2.0,0,355000.0,48000.0,,37299.996,,0.0,0.0,2.0,2.0,0.0,,2.0,,0.0,,1.0,1.0,201106134,,1.0,1,0.0,1.0,2015.0,0.0
40.0,12.0,,2.0,0,53624.75,21713.0,,154800.02,,1.0,1.0,2.0,1.0,1.0,2.0,,0.0,0.0,0.0,1.0,2.0,2013018590,,5.0,1,0.0,0.0,2015.0,0.0
45.0,9.0,59999.98046875,4.0,0,482907.2,120251.0,,98531.42,,0.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,2013020918,,4.0,1,0.0,0.0,2015.0,0.0
45.0,6.0,,3.0,0,464100.0,74256.0,20000.0,34139.996,,1.0,1.0,2.0,2.0,1.0,3.0,3.0,,0.0,,1.0,2.0,201104160,,1.0,1,1.0,1.0,2015.0,1.0
42.0,6.0,35999.984375,4.0,0,1180000.0,209848.0,,37696.008,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,2015036404,,3.0,0,0.0,0.0,2015.0,1.0
37.0,9.0,,1.0,0,102268.87,1200.0,,16682.002,,1.0,,1.0,,,,,,,1.0,1.0,2.0,2013019000,,2.0,1,0.0,0.0,2015.0,0.0
44.0,9.0,,4.0,1,4261046.5,290508.0,,66143.766,,0.0,,2.0,,,,,,,,1.0,1.0,2013010398,,5.0,1,0.0,0.0,2015.0,0.0
30.0,9.0,,4.0,1,1271600.0,16760.0,,173420.0,,0.0,,2.0,,,,,,,,1.0,2.0,201101166,,5.0,1,0.0,0.0,2015.0,0.0
27.0,15.0,,3.0,0,304635.5,11765.0,,22655.992,,1.0,,1.0,,,,,,,,1.0,2.0,2013018255,,3.0,1,0.0,0.0,2015.0,0.0
43.0,9.0,,3.0,0,1456455.0,31400.0,,51389.992,,1.0,0.0,2.0,1.0,0.0,,2.0,,0.0,,1.0,2.0,2015030320,,3.0,0,0.0,0.0,2015.0,1.0
26.0,9.0,,6.0,0,252375.0,42737.0,30000.0,120568.82,20000.00390625,0.0,0.0,2.0,1.0,0.0,,3.0,,0.0,0.0,3.0,1.0,2015029348,,6.0,0,0.0,0.0,2015.0,1.0
45.0,6.0,,4.0,1,1467147.8,330000.0,640000.0,115100.0,,1.0,1.0,2.0,1.0,0.0,2.0,3.0,,0.0,0.0,1.0,1.0,2015011226,,3.0,0,0.0,0.0,2015.0,0.0
24.0,15.0,,6.0,0,115000.0,36373.0,,37200.004,,0.0,,2.0,,,,,,,0.0,1.0,2.0,201105800,,4.0,1,0.0,0.0,2015.0,0.0
25.0,6.0,,1.0,1,391000.0,0.0,,127800.03,,0.0,0.0,1.0,1.0,1.0,,,0.0,0.0,,2.0,1.0,2015005423,,1.0,0,1.0,1.0,2015.0,1.0
16.0,,,3.0,0,251697.38,2023.0,,21993.275,,1.0,,,,,,2.0,,,,1.0,3.0,2015034465,,1.0,0,0.0,1.0,2015.0,0.0
41.0,6.0,49280.9453125,3.0,0,35140.0,52796.0,,19882.232,,1.0,1.0,2.0,3.0,1.0,,3.0,0.0,0.0,1.0,1.0,3.0,201105934,,3.0,1,0.0,0.0,2015.0,0.0
29.0,9.0,,4.0,0,154000.0,9750.0,10000.0,10020.0,,0.0,,2.0,,,,,,,1.0,1.0,2.0,201107075,,4.0,1,0.0,0.0,2015.0,0.0
54.0,6.0,24135.724609375,4.0,0,623550.0,153066.0,30000.0,299280.06,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,201106357,,1.0,1,1.0,0.0,2015.0,1.0
42.0,6.0,19275.31640625,2.0,0,45515.223,31547.0,,14338.0,4500.00048828125,1.0,1.0,2.0,2.0,1.0,,,0.0,0.0,1.0,1.0,2.0,201100769,,2.0,1,1.0,0.0,2015.0,1.0
56.0,12.0,,4.0,0,725000.0,374000.0,5000.0,115801.92,,1.0,1.0,2.0,2.0,0.0,3.0,3.0,,0.0,0.0,2.0,1.0,2015026751,,4.0,0,0.0,0.0,2015.0,0.0
29.0,9.0,5999.99951171875,4.0,0,27550.0,15089.0,,23335.996,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,2013013901,,3.0,1,0.0,0.0,2015.0,1.0
