age,education,wage,hh_size,count_car,total_asset,total_income,total_debt,total_consumption,hospitalization_expenses,gender,hukou,marriage,physical_condition,work,old_age_insurance,medical_insurance,unemployment_insurance,housing_fund,poor_hh,house_type,phone_type,hhid,remark,pline,track,hhead,respond,year,returnee
25.0,12.0,,1.0,1,2793150.0,801374.0,900000.0,47859.742,,1.0,1.0,2.0,1.0,1.0,,3.0,0.0,0.0,,2.0,1.0,2015026593,,1.0,0,1.0,1.0,2015.0,0.0
41.0,9.0,,3.0,0,204670.4,2020.0,30000.0,19360.0,,1.0,1.0,2.0,2.0,1.0,3.0,3.0,,0.0,,1.0,2.0,2015032056,,1.0,0,1.0,1.0,2015.0,1.0
30.0,12.0,2800.0,4.0,0,115000.0,46579.0,81000.0,102905.11,,0.0,1.0,2.0,1.0,1.0,,,0.0,0.0,0.0,1.0,2.0,2013011293,,4.0,1,0.0,0.0,2015.0,0.0
41.0,9.0,,2.0,0,951950.0,179100.0,,47859.992,,0.0,0.0,2.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,2013015267,,2.0,1,0.0,0.0,2015.0,1.0
31.0,12.0,,3.0,0,1733356.0,202000.0,490000.0,96200.03,,1.0,1.0,2.0,1.0,1.0,,,0.0,0.0,0.0,1.0,1.0,2015023594,,2.0,0,1.0,0.0,2015.0,1.0
23.0,6.0,29647.216796875,4.0,1,200500.0,102451.0,20000.0,121610.016,,0.0,1.0,2.0,1.0,1.0,,3.0,0.0,0.0,0.0,1.0,2.0,201105919,,5.0,1,0.0,0.0,2015.0,1.0
21.0,12.0,,3.0,0,257544.75,30000.0,,42058.0,,0.0,,1.0,,,,,,,,1.0,1.0,2013006852,,3.0,1,0.0,0.0,2015.0,0.0
39.0,12.0,,2.0,0,280817.06,78094.0,170000.0,43400.004,,0.0,1.0,2.0,1.0,0.0,3.0,3.0,,0.0,0.0,1.0,2.0,2015030907,,6.0,0,0.0,0.0,2015.0,0.0
42.0,9.0,,3.0,0,668035.0,34300.0,20000.0,40060.0,,0.0,0.0,2.0,3.0,0.0,2.0,2.0,,0.0,,1.0,1.0,2013013829,,1.0,1,0.0,1.0,2015.0,1.0
31.0,9.0,,4.0,0,504665.94,7386.0,,9109.115,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,2015016047,,5.0,0,0.0,0.0,2015.0,0.0
29.0,9.0,,5.0,0,71350.0,1498.0,22500.0,12022.049,,0.0,1.0,2.0,2.0,1.0,,3.0,,0.0,0.0,1.0,1.0,2013020956,,5.0,1,0.0,0.0,2015.0,1.0
39.0,9.0,9599.9990234375,3.0,0,83400.0,74195.0,23600.0,53640.008,,1.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,201106128,,2.0,1,1.0,1.0,2015.0,1.0
38.0,9.0,,2.0,1,1005000.0,104460.0,80000.0,102446.01,,1.0,0.0,2.0,1.0,1.0,,3.0,0.0,0.0,,1.0,1.0,2015013420,,1.0,0,0.0,1.0,2015.0,1.0
42.0,12.0,50000.0078125,2.0,1,1036200.0,173400.0,78000.0,178200.0,,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2013019529,,1.0,1,1.0,1.0,2015.0,1.0
52.0,6.0,,2.0,0,49700.0,69760.0,,6580.0005,,1.0,1.0,2.0,3.0,1.0,3.0,3.0,,0.0,0.0,1.0,2.0,2015009510,,1.0,0,1.0,1.0,2015.0,1.0
22.0,9.0,,4.0,1,1588000.0,230000.0,440000.0,157699.98,,0.0,0.0,2.0,1.0,0.0,,,,0.0,0.0,1.0,1.0,2015009716,,4.0,0,0.0,0.0,2015.0,1.0
37.0,15.0,,1.0,0,1489137.0,126900.0,,64184.684,,0.0,0.0,2.0,1.0,1.0,4.0,2.0,0.0,0.0,,1.0,1.0,2015006535,,3.0,0,0.0,0.0,2015.0,1.0
28.0,19.0,30525.376953125,5.0,0,802873.0,179694.0,303000.0,20024.002,,1.0,,1.0,1.0,1.0,,,0.0,0.0,0.0,1.0,1.0,2013013393,,4.0,1,0.0,0.0,2015.0,0.0
24.0,12.0,,4.0,1,1153312.2,6700.0,180000.0,47296.0,,1.0,,1.0,,,,,,,0.0,1.0,1.0,2013026797,,3.0,1,0.0,0.0,2015.0,0.0
45.0,16.0,,1.0,0,527.1185,42341.0,,21883.998,,1.0,,2.0,,,,,,,0.0,2.0,2.0,2013027636,,2.0,1,0.0,0.0,2015.0,0.0
24.0,15.0,,3.0,0,288047.03,86556.0,,64599.99,,0.0,1.0,2.0,1.0,0.0,3.0,,,0.0,,2.0,1.0,2015025656,,2.0,0,0.0,0.0,2015.0,0.0
42.0,12.0,39999.99609375,3.0,0,331700.0,122640.0,,11560.001,,1.0,1.0,2.0,1.0,1.0,5.0,3.0,0.0,0.0,0.0,1.0,2.0,2013018630,,5.0,1,1.0,0.0,2015.0,1.0
46.0,9.0,,5.0,0,740827.8,76716.0,,31812.0,,0.0,1.0,2.0,1.0,0.0,,3.0,,0.0,,1.0,1.0,2013015792,,5.0,1,0.0,0.0,2015.0,1.0
33.0,9.0,,7.0,0,308000.0,1110.0,,21431.932,,1.0,1.0,2.0,,,,3.0,,,0.0,1.0,2.0,2013020823,,10.0,1,0.0,0.0,2015.0,0.0
25.0,16.0,26871.640625,4.0,0,453774.25,122500.0,,98916.0,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,,1.0,1.0,2013017477,,4.0,1,0.0,0.0,2015.0,0.0
34.0,9.0,,5.0,0,384461.56,14040.0,,22719.998,,0.0,1.0,2.0,1.0,0.0,3.0,3.0,,0.0,,1.0,1.0,201106739,,6.0,1,0.0,0.0,2015.0,0.0
48.0,12.0,8533.2001953125,3.0,1,1863600.0,39577.0,,127599.99,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,,1.0,1.0,2013010597,,2.0,1,0.0,0.0,2015.0,1.0
40.0,0.0,50000.0078125,3.0,0,406900.0,52000.0,,28519.305,6951.74853515625,1.0,1.0,2.0,2.0,1.0,,3.0,0.0,0.0,,1.0,2.0,2015032055,,4.0,0,0.0,0.0,2015.0,0.0
31.0,9.0,,4.0,0,952000.0,103500.0,,407696.03,,1.0,1.0,2.0,1.0,1.0,,3.0,0.0,0.0,,2.0,1.0,2015025486,,1.0,0,1.0,1.0,2015.0,1.0
52.0,0.0,,3.0,0,71338.58,82200.0,,31965.004,,0.0,1.0,2.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,2015017048,,2.0,0,1.0,0.0,2015.0,0.0
59.0,6.0,,3.0,0,243500.0,48200.0,,48451.996,,0.0,1.0,2.0,1.0,0.0,,,,0.0,,2.0,1.0,2015013754,,3.0,0,0.0,0.0,2015.0,0.0
19.0,9.0,79999.9609375,1.0,0,1211200.0,80000.0,,68847.24,,1.0,1.0,1.0,1.0,1.0,,3.0,0.0,0.0,0.0,2.0,1.0,2015017046,,1.0,0,1.0,1.0,2015.0,0.0
54.0,6.0,,3.0,0,380555.84,83009.0,100000.0,68967.03,,0.0,1.0,3.0,2.0,0.0,3.0,3.0,,0.0,,2.0,2.0,2013010851,,1.0,1,0.0,1.0,2015.0,0.0
43.0,9.0,,3.0,0,32420.625,24660.0,,19910.105,,1.0,,2.0,,,,,,,1.0,1.0,2.0,2013016082,,3.0,1,0.0,0.0,2015.0,0.0
52.0,9.0,,4.0,0,700078.94,130000.0,,76442.59,,0.0,0.0,2.0,1.0,0.0,1.0,,,0.0,,1.0,1.0,2015006252,,4.0,0,0.0,0.0,2015.0,0.0
56.0,6.0,,4.0,0,113000.0,116000.0,,57959.996,,1.0,,2.0,,,,,,,,1.0,1.0,201104712,,2.0,1,0.0,0.0,2015.0,0.0
44.0,12.0,,4.0,0,2020522.5,66000.0,,51866.0,,0.0,,2.0,,,,,,,0.0,1.0,3.0,2013008426,,6.0,1,0.0,0.0,2015.0,0.0
19.0,9.0,,3.0,0,1798.9379,47086.0,,18319.385,,1.0,1.0,1.0,1.0,1.0,,3.0,0.0,0.0,0.0,1.0,3.0,2013026636,,5.0,1,0.0,0.0,2015.0,0.0
29.0,12.0,5999.99951171875,1.0,0,1870584.4,6000.0,,45390.0,,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,2015013733,,1.0,0,1.0,1.0,2015.0,0.0
45.0,9.0,,3.0,0,182371.19,39000.0,,26692.277,,1.0,1.0,2.0,2.0,1.0,,3.0,,0.0,0.0,1.0,1.0,2013017607,,1.0,1,1.0,1.0,2015.0,1.0
35.0,16.0,,2.0,0,3011623.8,107029.0,,39059.996,,0.0,1.0,2.0,2.0,1.0,,,0.0,0.0,0.0,1.0,3.0,2015010813,,4.0,0,0.0,0.0,2015.0,0.0
31.0,9.0,8459.869140625,5.0,0,48400.0,62082.0,24950.0,69654.97,,1.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,2015016296,,5.0,0,0.0,0.0,2015.0,1.0
36.0,16.0,,1.0,0,3692963.5,94000.0,,64278.062,,0.0,,2.0,,,,,,,0.0,1.0,1.0,2013000121,,3.0,1,0.0,0.0,2015.0,0.0
49.0,9.0,29999.9921875,4.0,0,274602.9,112850.0,,15729.998,,0.0,1.0,2.0,3.0,1.0,3.0,3.0,,0.0,0.0,1.0,2.0,2015024683,,3.0,0,1.0,0.0,2015.0,0.0
52.0,12.0,,2.0,0,1740500.0,75500.0,,73739.99,,0.0,,2.0,,,,,,,,1.0,2.0,2013001398,,4.0,1,0.0,0.0,2015.0,0.0
28.0,9.0,15000.00390625,4.0,0,64550.0,17000.0,47000.0,33250.004,,1.0,1.0,1.0,1.0,1.0,,3.0,0.0,0.0,0.0,1.0,2.0,2013013454,,4.0,1,0.0,0.0,2015.0,1.0
27.0,6.0,35999.984375,6.0,0,86466.98,115982.0,20000.0,24269.998,,1.0,1.0,2.0,3.0,1.0,,3.0,0.0,0.0,0.0,1.0,2.0,2013024399,,7.0,1,0.0,0.0,2015.0,1.0
27.0,9.0,,5.0,0,190893.72,16769.0,33250.0,39941.465,,1.0,,2.0,,,,,,,0.0,1.0,2.0,201105097,,3.0,1,0.0,0.0,2015.0,0.0
36.0,0.0,,2.0,0,107922.05,760.0,,7239.9995,,0.0,,2.0,,,,,,,0.0,1.0,2.0,2013013763,,6.0,1,0.0,0.0,2015.0,0.0
38.0,9.0,,2.0,1,196500.0,27200.0,20000.0,65400.0,,1.0,1.0,2.0,1.0,1.0,,3.0,0.0,0.0,,1.0,2.0,2015008508,,1.0,0,1.0,1.0,2015.0,1.0
36.0,9.0,29999.9921875,2.0,0,1500.0,51814.0,,67192.99,,0.0,1.0,2.0,1.0,1.0,,3.0,0.0,0.0,,2.0,1.0,2015011470,,1.0,0,0.0,1.0,2015.0,0.0
16.0,,,3.0,0,364500.0,32723.0,,28680.0,,1.0,,,,,,,,,0.0,1.0,3.0,2013012872,,4.0,1,0.0,0.0,2015.0,0.0
27.0,12.0,,4.0,0,185455.9,59000.0,,27804.002,,0.0,,1.0,,,,,,,0.0,1.0,2.0,201105753,,3.0,1,0.0,0.0,2015.0,0.0
33.0,12.0,,2.0,3,1114000.0,30000.0,,68280.67,,0.0,0.0,2.0,2.0,0.0,,,,0.0,,1.0,1.0,2015007971,,1.0,0,1.0,1.0,2015.0,1.0
37.0,6.0,10000.0029296875,2.0,0,24717.857,35980.0,,22320.0,,0.0,1.0,2.0,3.0,1.0,,3.0,0.0,0.0,,1.0,2.0,2015030652,,6.0,0,0.0,0.0,2015.0,1.0
33.0,9.0,,7.0,0,504800.0,5550.0,,49930.758,,1.0,,2.0,,,,,,,0.0,1.0,2.0,2013012863,,6.0,1,0.0,0.0,2015.0,0.0
60.0,9.0,,2.0,0,105000.0,15400.0,30000.0,23779.988,,1.0,,2.0,,,,,,,1.0,1.0,2.0,2013004315,,2.0,1,0.0,0.0,2015.0,0.0
24.0,6.0,9000.0009765625,5.0,1,936377.0,178000.0,,19547.738,,0.0,1.0,2.0,1.0,1.0,,3.0,0.0,0.0,1.0,1.0,1.0,2013016991,,3.0,1,0.0,0.0,2015.0,0.0
48.0,16.0,70000.03125,4.0,0,746100.0,205000.0,,153028.62,,1.0,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2015035425,,4.0,0,1.0,0.0,2015.0,0.0
22.0,16.0,,3.0,0,244840.0,20120.0,,32020.002,,1.0,1.0,1.0,1.0,0.0,,3.0,,,,1.0,2.0,2013022999,,3.0,1,0.0,0.0,2015.0,1.0
54.0,9.0,,4.0,0,180960.0,44350.0,40000.0,15996.0,,1.0,1.0,2.0,2.0,1.0,3.0,3.0,,0.0,,1.0,2.0,2015030890,,1.0,0,1.0,1.0,2015.0,1.0
29.0,12.0,33910.64453125,3.0,0,70700.0,57971.0,1000.0,26360.008,,1.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,2015032374,,4.0,0,0.0,0.0,2015.0,1.0
42.0,9.0,,3.0,0,76565.13,7200.0,,2279.9998,,1.0,,2.0,,,,,,,,1.0,3.0,2013017480,,1.0,1,0.0,0.0,2015.0,0.0
51.0,6.0,,5.0,0,102800.0,-393.0,35000.0,33069.996,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,,0.0,0.0,1.0,2.0,2013024502,,2.0,1,1.0,0.0,2015.0,1.0
38.0,6.0,35999.984375,5.0,0,108700.0,123827.0,,47740.0,,0.0,1.0,2.0,1.0,1.0,,3.0,0.0,0.0,1.0,1.0,2.0,2015028740,,6.0,0,0.0,0.0,2015.0,0.0
41.0,15.0,,5.0,0,2044597.0,31860.0,,54261.996,,1.0,1.0,2.0,1.0,0.0,,,,0.0,,1.0,1.0,2015025305,,1.0,0,0.0,1.0,2015.0,1.0
43.0,9.0,,5.0,0,128503.91,100820.0,,6842.221,,0.0,1.0,1.0,3.0,0.0,3.0,3.0,,0.0,0.0,1.0,2.0,201105487,,7.0,1,0.0,0.0,2015.0,0.0
28.0,9.0,,3.0,0,250100.0,129000.0,,38844.883,,0.0,1.0,2.0,1.0,0.0,3.0,,,0.0,0.0,1.0,1.0,2015022875,,1.0,0,0.0,1.0,2015.0,1.0
22.0,16.0,,4.0,0,41888.336,29200.0,71000.0,8860.0,,0.0,,1.0,,,,,,,1.0,1.0,2.0,2013013209,,5.0,1,0.0,0.0,2015.0,0.0
51.0,6.0,,3.0,2,2828516.2,268813.0,10000.0,108602.336,,1.0,,2.0,,,,,,,0.0,1.0,1.0,2013010908,,4.0,1,0.0,0.0,2015.0,0.0
44.0,0.0,,2.0,0,760465.25,30000.0,,35469.996,,0.0,1.0,2.0,1.0,0.0,3.0,1.0,,0.0,,2.0,2.0,2015013608,,1.0,0,1.0,1.0,2015.0,0.0
49.0,9.0,,3.0,0,408000.0,348004.0,30000.0,52900.996,,1.0,1.0,2.0,2.0,1.0,,3.0,,0.0,0.0,1.0,1.0,2015010091,,2.0,0,1.0,0.0,2015.0,1.0
27.0,15.0,18034.244140625,2.0,0,466500.0,82487.0,350000.0,22220.004,8000.00048828125,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,,1.0,1.0,2013015378,,1.0,1,1.0,1.0,2015.0,1.0
35.0,9.0,32607.685546875,6.0,0,58500.0,69781.0,10000.0,54720.0,,1.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,201107921,,5.0,1,0.0,0.0,2015.0,0.0
45.0,16.0,59999.98046875,2.0,0,499000.0,60000.0,320000.0,37569.996,,1.0,0.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,,2.0,1.0,2015002750,,1.0,0,1.0,1.0,2015.0,1.0
45.0,9.0,,4.0,0,222137.42,43560.0,60000.0,19196.012,10000.0029296875,0.0,1.0,2.0,,,,3.0,,,1.0,1.0,2.0,2013013865,,6.0,1,0.0,0.0,2015.0,0.0
46.0,9.0,149999.953125,3.0,1,1351000.0,186410.0,,79720.016,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,,1.0,1.0,2015020203,,1.0,0,1.0,1.0,2015.0,1.0
43.0,9.0,20000.00390625,1.0,4,1909100.0,52000.0,,38040.0,,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,,1.0,1.0,2013022358,,1.0,1,1.0,1.0,2015.0,1.0
57.0,6.0,,3.0,0,665500.0,8200.0,,30519.996,,1.0,1.0,2.0,1.0,0.0,3.0,3.0,,0.0,,1.0,2.0,2013003119,,1.0,1,1.0,1.0,2015.0,1.0
27.0,12.0,1999.9998779296875,3.0,0,607600.0,36200.0,,41600.0,,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2013022849,,3.0,1,0.0,0.0,2015.0,1.0
27.0,12.0,11999.9970703125,4.0,0,56025.062,42600.0,,37256.266,,1.0,0.0,2.0,2.0,1.0,,2.0,0.0,0.0,0.0,1.0,2.0,2015019005,,3.0,0,0.0,0.0,2015.0,1.0
30.0,16.0,,2.0,0,296710.53,12058.0,,105599.99,,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,,2.0,1.0,2015026408,,1.0,0,0.0,1.0,2015.0,1.0
37.0,9.0,23999.998046875,2.0,0,752117.3,86070.0,,34798.0,,1.0,1.0,2.0,1.0,1.0,,3.0,0.0,0.0,,1.0,2.0,201104884,,3.0,1,0.0,0.0,2015.0,1.0
31.0,15.0,149999.953125,2.0,0,917006.6,472859.0,200000.0,108246.36,,1.0,,2.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,2015010099,,1.0,0,1.0,1.0,2015.0,1.0
22.0,6.0,23999.998046875,4.0,1,420220.12,79071.0,,19667.998,,0.0,1.0,1.0,1.0,1.0,,3.0,0.0,,1.0,1.0,2.0,2013012034,,5.0,1,0.0,0.0,2015.0,1.0
40.0,15.0,,2.0,2,2310062.8,63600.0,384000.0,186499.95,,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2013001762,,4.0,1,0.0,0.0,2015.0,1.0
16.0,,,3.0,0,469836.94,60000.0,,40900.0,,1.0,,,,,,2.0,,,,1.0,1.0,2015028973,,1.0,0,0.0,1.0,2015.0,0.0
27.0,16.0,,3.0,0,233600.0,31200.0,,51080.008,,1.0,,1.0,,,,,,,,1.0,2.0,201104850,,3.0,1,0.0,0.0,2015.0,0.0
51.0,9.0,,5.0,0,81820.45,4104.0,,47617.332,,1.0,1.0,2.0,1.0,1.0,,,0.0,0.0,,2.0,1.0,2015029927,,2.0,0,1.0,0.0,2015.0,0.0
38.0,12.0,,1.0,0,64320.0,0.0,,23010.002,,0.0,0.0,3.0,1.0,0.0,,2.0,,0.0,0.0,2.0,1.0,2013026488,,1.0,1,1.0,1.0,2015.0,1.0
23.0,9.0,,3.0,0,176289.47,851.0,65000.0,7991.209,,0.0,1.0,2.0,3.0,1.0,,3.0,,0.0,0.0,1.0,2.0,201105311,,3.0,1,0.0,1.0,2015.0,1.0
25.0,16.0,,4.0,0,206835.08,104778.0,,21080.0,,0.0,,1.0,,,,,,,,3.0,1.0,2013018410,,4.0,1,0.0,0.0,2015.0,0.0
53.0,6.0,,5.0,0,145633.83,77650.0,,108725.09,,0.0,1.0,2.0,2.0,0.0,3.0,3.0,,0.0,,2.0,1.0,2015025485,,3.0,0,0.0,0.0,2015.0,0.0
21.0,16.0,,4.0,1,1811000.0,146000.0,,77000.0,,1.0,0.0,1.0,1.0,0.0,,7.0,,,,1.0,1.0,2015002380,,4.0,0,0.0,0.0,2015.0,0.0
50.0,9.0,15912.4375,4.0,1,650100.0,35729.0,,43699.996,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,2015016116,,6.0,0,1.0,0.0,2015.0,0.0
24.0,9.0,,2.0,0,139900.0,11000.0,20000.0,36040.0,,1.0,1.0,2.0,1.0,1.0,,3.0,0.0,0.0,0.0,2.0,1.0,2015035398,,1.0,0,1.0,1.0,2015.0,0.0
30.0,12.0,,5.0,0,213187.7,52200.0,1.0,14540.002,,1.0,,2.0,,,,,,,0.0,1.0,3.0,2013013353,,4.0,1,0.0,0.0,2015.0,0.0
30.0,15.0,29999.9921875,5.0,0,203334.48,110900.0,10000.0,91396.01,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,2013007163,,6.0,1,0.0,0.0,2015.0,0.0
33.0,9.0,8500.001953125,2.0,0,189200.0,23731.0,22500.0,9629.0,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,201105142,,5.0,1,0.0,0.0,2015.0,1.0
26.0,15.0,4999.99951171875,4.0,0,1961511.4,57100.0,5000.0,81000.0,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,1.0,0.0,1.0,2.0,2013027833,,3.0,1,0.0,0.0,2015.0,1.0
23.0,9.0,,3.0,0,282504.0,74700.0,,15405.998,,1.0,,1.0,,,,,,,,1.0,1.0,201102842,,3.0,1,0.0,0.0,2015.0,0.0
25.0,15.0,,2.0,0,77158.11,20300.0,,46400.004,,0.0,1.0,2.0,2.0,0.0,,,,0.0,,2.0,1.0,2015026161,,2.0,0,0.0,0.0,2015.0,0.0
45.0,16.0,,4.0,2,2571106.5,294000.0,,194687.97,,1.0,0.0,1.0,1.0,1.0,,,1.0,,0.0,2.0,1.0,2015000027,,6.0,0,0.0,0.0,2015.0,0.0
26.0,12.0,,4.0,1,566000.0,0.0,,34370.0,,0.0,1.0,2.0,1.0,0.0,,6.0,,,0.0,1.0,1.0,201106115,,5.0,1,0.0,1.0,2015.0,1.0
59.0,9.0,,4.0,0,87787.78,2200.0,,31958.545,,1.0,,2.0,,,,,,,0.0,1.0,2.0,2013015673,,1.0,1,0.0,0.0,2015.0,0.0
17.0,12.0,,3.0,0,81970.234,83100.0,,70128.02,,0.0,1.0,1.0,1.0,0.0,,3.0,,,,2.0,1.0,2015017847,,3.0,0,0.0,0.0,2015.0,0.0
25.0,9.0,,3.0,1,60608.65,12781.0,,47336.316,,0.0,,1.0,,,,,,,0.0,1.0,2.0,201101493,,4.0,1,0.0,0.0,2015.0,0.0
27.0,9.0,,6.0,0,401334.84,120093.0,,43345.14,,1.0,,1.0,,,,,,,0.0,1.0,1.0,2013019015,,5.0,1,0.0,0.0,2015.0,0.0
26.0,16.0,,3.0,2,890490.1,50000.0,,28800.0,,0.0,,1.0,,,,,,,0.0,1.0,1.0,201106451,,3.0,1,0.0,0.0,2015.0,0.0
50.0,6.0,,4.0,0,52200.0,59199.0,,9959.998,,0.0,1.0,2.0,3.0,1.0,,3.0,,0.0,,1.0,2.0,2013022269,,1.0,1,1.0,1.0,2015.0,1.0
28.0,9.0,23999.998046875,4.0,0,100053.08,109450.0,,56027.684,,0.0,1.0,2.0,1.0,1.0,,,0.0,0.0,0.0,1.0,2.0,2015018190,,8.0,0,0.0,0.0,2015.0,0.0
29.0,15.0,,5.0,0,56740.0,0.0,,50075.465,,0.0,,2.0,,,,,,,,1.0,2.0,2013024384,,2.0,1,0.0,0.0,2015.0,0.0
50.0,6.0,,4.0,0,14880.914,58130.0,160000.0,13237.16,,0.0,1.0,2.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,2015017829,,2.0,0,0.0,0.0,2015.0,0.0
53.0,0.0,,3.0,0,105900.0,25550.0,30000.0,50200.008,10000.0029296875,0.0,1.0,2.0,3.0,0.0,3.0,3.0,,0.0,0.0,1.0,2.0,2013013377,,2.0,1,0.0,0.0,2015.0,0.0
43.0,6.0,,2.0,0,312200.0,10920.0,,126088.016,,1.0,1.0,2.0,2.0,1.0,3.0,3.0,,0.0,0.0,1.0,2.0,201105703,,5.0,1,1.0,1.0,2015.0,0.0
40.0,6.0,77500.0,3.0,0,472119.8,227500.0,90000.0,79780.0,29999.9921875,1.0,1.0,2.0,1.0,1.0,,3.0,0.0,0.0,,1.0,1.0,2015006221,,1.0,0,1.0,1.0,2015.0,0.0
19.0,16.0,,4.0,0,173500.0,21800.0,37000.0,92619.99,,0.0,1.0,1.0,1.0,0.0,,3.0,,,,1.0,1.0,2015029288,,4.0,0,0.0,0.0,2015.0,0.0
22.0,12.0,,4.0,0,185455.9,59000.0,,27804.002,,0.0,,1.0,,,,,,,0.0,1.0,2.0,201105753,,4.0,1,0.0,0.0,2015.0,0.0
52.0,9.0,4825.2490234375,3.0,0,192226.5,14763.0,,32234.002,,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,,,1.0,1.0,2013025829,,3.0,1,1.0,0.0,2015.0,0.0
26.0,9.0,,6.0,0,532384.9,252130.0,110000.0,18660.0,,0.0,1.0,2.0,1.0,0.0,,3.0,,0.0,,1.0,1.0,2013017659,,6.0,1,0.0,0.0,2015.0,1.0
54.0,15.0,,4.0,0,436985.53,93000.0,240000.0,50280.004,,1.0,,2.0,,,,,,,,1.0,1.0,2013003178,,3.0,1,0.0,0.0,2015.0,0.0
30.0,6.0,,2.0,0,83305.234,6960.0,,7420.0005,,1.0,,2.0,,,,,,,0.0,1.0,2.0,2013027589,,3.0,1,0.0,0.0,2015.0,0.0
24.0,9.0,20000.00390625,4.0,0,244575.53,84750.0,6000.0,28545.068,,1.0,1.0,1.0,1.0,1.0,,3.0,0.0,0.0,,1.0,1.0,2015023368,,3.0,0,0.0,0.0,2015.0,1.0
34.0,12.0,,3.0,0,154319.53,51600.0,,25310.965,,1.0,,1.0,,,,,,,,1.0,1.0,2013004943,,3.0,1,0.0,0.0,2015.0,0.0
42.0,9.0,,6.0,0,363370.8,53993.0,,51539.99,,0.0,,2.0,,,,,,,0.0,1.0,2.0,2013012645,,5.0,1,0.0,0.0,2015.0,0.0
16.0,,,5.0,0,63876.934,4830.0,3000.0,38325.145,,1.0,1.0,1.0,1.0,,,3.0,,,0.0,1.0,2.0,2013026977,,5.0,1,0.0,0.0,2015.0,0.0
39.0,9.0,,2.0,0,148704.77,3800.0,,11375.998,,1.0,,2.0,,,,,,,0.0,1.0,2.0,201103010,,3.0,1,0.0,0.0,2015.0,0.0
31.0,9.0,,4.0,0,3900.0,8537.0,2000.0,34640.0,,0.0,1.0,2.0,,,,3.0,,,0.0,3.0,1.0,201107042,,7.0,1,0.0,0.0,2015.0,0.0
39.0,6.0,23999.998046875,3.0,0,1061088.2,60000.0,,66141.445,,0.0,1.0,2.0,2.0,1.0,,,0.0,0.0,,2.0,1.0,2015015184,,3.0,0,0.0,0.0,2015.0,0.0
34.0,9.0,,4.0,0,226606.5,12138.0,4000.0,71213.875,,0.0,1.0,2.0,1.0,1.0,,3.0,0.0,0.0,0.0,1.0,2.0,2015024199,,6.0,0,0.0,0.0,2015.0,1.0
21.0,9.0,,2.0,0,1016050.0,37988.0,,232205.61,,1.0,1.0,1.0,2.0,0.0,,3.0,,0.0,,1.0,1.0,2013021551,,3.0,1,0.0,0.0,2015.0,1.0
27.0,16.0,,3.0,1,2839000.0,148800.0,,78160.0,,1.0,0.0,1.0,1.0,0.0,,,,,,1.0,1.0,2015005938,,3.0,0,0.0,0.0,2015.0,0.0
28.0,15.0,,3.0,1,628750.0,38929.0,100000.0,17260.002,,0.0,,1.0,,,,,,,,1.0,1.0,2013002502,,3.0,1,0.0,0.0,2015.0,0.0
24.0,9.0,,5.0,0,175265.02,40200.0,50000.0,58644.605,,1.0,1.0,1.0,2.0,1.0,,,0.0,0.0,0.0,2.0,1.0,2015010406,,2.0,0,0.0,0.0,2015.0,0.0
