age,education,wage,hh_size,count_car,total_asset,total_income,total_debt,total_consumption,hospitalization_expenses,gender,hukou,marriage,physical_condition,work,old_age_insurance,medical_insurance,unemployment_insurance,housing_fund,poor_hh,house_type,phone_type,hhid,pline,track,hhead,year,hhid_2011,hhid_2013,hhid_2015,hhid_2017,returnee
46.0,12.0,24000.0,3.0,1,688483.0,88535.0,0.0,56440.0,,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,,1.0,1.0,201106063,1,1,,2017.0,201106063,2013018172,2015024049,2017028422,1.0
31.0,9.0,,2.0,0,92879.0,13597.1,50000.0,27900.0,7000.0,0.0,1.0,2.0,3.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,3.0,2013026709,22,1,,2017.0,.,2013026709,2015035899,2017020543,0.0
26.0,16.0,11200.0,3.0,0,272734.0,52356.0,40610.0,30628.0,1900.0,1.0,1.0,2.0,2.0,1.0,,,0.0,0.0,0.0,1.0,1.0,2017027845,3,0,,2017.0,.,.,.,2017027845,0.0
27.0,15.0,30000.0,2.0,1,282880.0,112310.0,1820.0,86440.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,1.0,2015028990,1,1,,2017.0,.,.,2015028990,2017026437,0.0
41.0,0.0,,2.0,0,45921.0,-2286.5,193000.0,39948.0,,1.0,1.0,2.0,3.0,1.0,3.0,3.0,0.0,,0.0,1.0,1.0,2013017531,1,1,1.0,2017.0,.,2013017531,2015023265,2017007864,1.0
55.0,12.0,,4.0,0,1473581.0,122362.97,0.0,73380.0,,0.0,1.0,2.0,1.0,0.0,2.0,1.0,,0.0,,1.0,1.0,2017013086,3,0,,2017.0,.,.,.,2017013086,1.0
47.0,6.0,,4.0,0,432618.0,13740.5,0.0,66516.0,,1.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,,1.0,2.0,2015032603,21,1,1.0,2017.0,.,.,2015032603,2017029590,0.0
18.0,15.0,,3.0,1,4756828.0,133131.5,0.0,112169.0,,1.0,0.0,1.0,1.0,0.0,4.0,2.0,,,,1.0,1.0,2017002671,3,0,,2017.0,.,.,.,2017002671,0.0
59.0,12.0,,4.0,2,4269230.0,166313.5,0.0,127200.0,,1.0,0.0,2.0,1.0,0.0,4.0,2.0,,0.0,0.0,1.0,1.0,2015017642,3,1,,2017.0,.,.,2015017642,2017039364,1.0
23.0,9.0,,4.0,1,388364.0,32619.809,40000.0,13104.0,,1.0,1.0,1.0,2.0,1.0,,3.0,0.0,0.0,,1.0,1.0,2017021514,4,0,,2017.0,.,.,.,2017021514,1.0
40.0,9.0,,2.0,0,897224.0,8755.0,500.0,31540.0,,1.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,,0.0,1.0,1.0,2013014053,7,1,,2017.0,.,2013014053,2015018875,2017004759,0.0
25.0,16.0,26400.0,3.0,1,5241937.0,31171.766,2064317.0,117042.0,,0.0,0.0,1.0,2.0,1.0,,2.0,0.0,0.0,,1.0,1.0,2015002370,5,1,,2017.0,.,.,2015002370,2017010030,1.0
50.0,9.0,9600.0,3.0,0,59060.0,9600.0,50000.0,18010.0,,1.0,0.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2013021318,1,1,1.0,2017.0,.,2013021318,2015029244,2017011744,1.0
26.0,15.0,,5.0,0,320599.0,20421.75,24000.0,29772.0,,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,,0.0,1.0,1.0,2015028892,3,1,,2017.0,.,.,2015028892,2017028407,0.0
48.0,6.0,,3.0,0,87445.0,33554.0,20000.0,36167.0,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,,1.0,1.0,1.0,2013024576,1,1,1.0,2017.0,.,2013024576,2015033262,2017030639,1.0
50.0,9.0,8000.0,2.0,1,448491.0,13476.0,0.0,16728.0,,1.0,1.0,2.0,3.0,1.0,,3.0,0.0,0.0,0.0,1.0,2.0,2017001227,2,0,1.0,2017.0,.,.,.,2017001227,1.0
43.0,16.0,108000.0,2.0,1,1537772.0,285214.78,45600.0,74472.0,,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2015019294,1,1,1.0,2017.0,.,.,2015019294,2017018607,1.0
29.0,16.0,100000.0,2.0,1,2639102.0,172700.0,0.0,155030.0,,1.0,1.0,2.0,1.0,1.0,,,0.0,0.0,0.0,2.0,1.0,2017021648,2,0,1.0,2017.0,.,.,.,2017021648,0.0
26.0,15.0,31500.0,2.0,0,50008.0,33028.156,,55520.0,,0.0,1.0,2.0,1.0,1.0,,,0.0,0.0,0.0,2.0,1.0,2017016820,2,0,,2017.0,.,.,.,2017016820,0.0
42.0,6.0,1000.0,4.0,0,10110.0,165013.53,0.0,38384.0,,0.0,1.0,2.0,1.0,0.0,,3.0,,0.0,,1.0,1.0,2013019342,1,1,,2017.0,.,2013019342,2015026853,2017010393,1.0
26.0,15.0,80000.0,4.0,2,11200715.0,3442005.0,600000.0,330500.0,,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,,1.0,1.0,2017004296,4,0,,2017.0,.,.,.,2017004296,0.0
20.0,16.0,,3.0,2,7470005.0,503715.0,893541.0,68344.0,,1.0,1.0,1.0,1.0,0.0,,2.0,,,,1.0,1.0,2015002587,1,1,,2017.0,.,.,2015002587,2017013910,0.0
33.0,6.0,80000.0,3.0,0,156273.0,94080.0,0.0,34233.0,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,201104007,5,1,,2017.0,201104007,2013012187,2015016398,2017028610,0.0
59.0,6.0,,1.0,0,347805.0,13923.0,0.0,13460.0,1500.0,0.0,1.0,3.0,3.0,0.0,3.0,3.0,,,,1.0,1.0,2013013853,1,1,1.0,2017.0,.,2013013853,2015018673,2017028995,1.0
50.0,6.0,27600.0,2.0,1,122615.0,62075.0,0.0,42720.0,,0.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,,2.0,1.0,2017037412,1,0,,2017.0,.,.,.,2017037412,0.0
55.0,9.0,12000.0,1.0,0,75008.0,12071.75,0.0,18236.0,,1.0,1.0,3.0,1.0,0.0,5.0,3.0,,0.0,0.0,1.0,1.0,2017035225,1,0,1.0,2017.0,.,.,.,2017035225,1.0
52.0,12.0,,3.0,0,2000101.0,205285.0,310000.0,93700.0,,1.0,1.0,2.0,1.0,1.0,4.0,2.0,0.0,,,1.0,1.0,2015014942,1,1,1.0,2017.0,.,.,2015014942,2017025140,1.0
43.0,9.0,27500.0,2.0,0,36709.0,28570.0,0.0,48611.0,,0.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,,1.0,1.0,2015028963,1,1,,2017.0,.,.,2015028963,2017008533,1.0
46.0,0.0,,4.0,1,567064.0,22316.57,36100.0,56350.0,,0.0,1.0,2.0,2.0,1.0,6.0,,1.0,,1.0,1.0,1.0,2017004156,1,0,,2017.0,.,.,.,2017004156,0.0
31.0,12.0,76800.0,2.0,0,362500.0,83405.0,20000.0,62900.0,,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,,2.0,1.0,2013022784,1,1,1.0,2017.0,.,2013022784,2015031288,2017004600,0.0
43.0,9.0,,4.0,0,538045.0,28366.984,230000.0,224053.0,,0.0,1.0,2.0,2.0,1.0,,3.0,0.0,0.0,0.0,1.0,1.0,2013020294,5,1,,2017.0,.,2013020294,2015028088,2017022788,1.0
53.0,23.0,120000.0,4.0,1,41366.0,144004.0,0.0,197176.0,,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,2015026405,2,1,1.0,2017.0,.,.,2015026405,2017015989,1.0
54.0,6.0,38400.0,4.0,0,664650.0,73083.25,70000.0,94322.0,1320.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,,1.0,1.0,2013027222,1,1,1.0,2017.0,.,2013027222,2015036415,2017019526,1.0
47.0,9.0,12000.0,4.0,0,141335.0,31785.0,0.0,33700.0,,1.0,1.0,2.0,1.0,1.0,,3.0,0.0,0.0,1.0,1.0,3.0,2015024230,1,1,,2017.0,.,.,2015024230,2017026940,0.0
20.0,16.0,,4.0,0,612681.0,33541.48,45000.0,122800.0,,1.0,,1.0,1.0,0.0,,2.0,,,,1.0,1.0,2015029279,4,1,,2017.0,.,.,2015029279,2017021518,1.0
27.0,15.0,6000.0,4.0,0,198370.0,67146.0,10000.0,107350.0,,0.0,1.0,2.0,2.0,1.0,,3.0,0.0,0.0,,1.0,1.0,2015012334,1,1,,2017.0,.,.,2015012334,2017034952,1.0
52.0,0.0,,1.0,0,11640.0,24000.0,0.0,17980.0,,0.0,1.0,3.0,1.0,1.0,3.0,3.0,0.0,,,2.0,1.0,2017030171,1,0,1.0,2017.0,.,.,.,2017030171,0.0
26.0,9.0,,2.0,0,632229.0,62300.0,178000.0,58680.0,,0.0,1.0,2.0,1.0,1.0,,3.0,0.0,0.0,0.0,1.0,1.0,2017027939,1,0,,2017.0,.,.,.,2017027939,0.0
38.0,15.0,36000.0,2.0,0,992935.0,204207.0,,264000.0,20000.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2015006559,1,1,1.0,2017.0,.,.,2015006559,2017018296,0.0
23.0,15.0,,3.0,0,39233.0,93156.0,,62772.0,,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,1.0,2015026468,3,1,,2017.0,.,.,2015026468,2017039034,0.0
37.0,6.0,36000.0,2.0,0,325320.0,48745.0,56000.0,55980.0,,1.0,1.0,2.0,1.0,1.0,,3.0,0.0,0.0,0.0,1.0,1.0,201107260,3,1,,2017.0,201107260,2013021095,2015028901,2017036316,1.0
25.0,12.0,42000.0,1.0,0,165714.0,42780.617,0.0,32281.0,,0.0,1.0,1.0,1.0,1.0,,3.0,0.0,0.0,,3.0,1.0,2017020202,1,0,1.0,2017.0,.,.,.,2017020202,1.0
17.0,9.0,0.0,4.0,1,852021.0,49070.0,0.0,111848.0,,1.0,1.0,,1.0,1.0,,3.0,0.0,0.0,,1.0,1.0,2015037006,4,1,,2017.0,.,.,2015037006,2017021434,0.0
36.0,15.0,30000.0,3.0,0,734600.0,94511.2,3000.0,121400.0,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,201108384,1,1,1.0,2017.0,201108384,2013027488,2015036687,2017016971,0.0
39.0,12.0,36000.0,3.0,1,954492.0,92951.0,0.0,30813.0,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,,1.0,2.0,2015020181,3,1,,2017.0,.,.,2015020181,2017027097,1.0
23.0,12.0,,2.0,0,1215607.0,10072.5,0.0,131910.0,,0.0,1.0,2.0,1.0,0.0,,3.0,,,,2.0,1.0,2017018522,2,0,,2017.0,.,.,.,2017018522,0.0
50.0,6.0,,4.0,0,281492.0,47126.0,0.0,87400.0,,0.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,,0.0,1.0,1.0,2015024492,2,1,,2017.0,.,.,2015024492,2017023711,1.0
21.0,16.0,7650.0,3.0,0,58550.0,36100.0,16000.0,40120.0,,0.0,1.0,1.0,1.0,1.0,,,0.0,0.0,1.0,1.0,2.0,2017018046,4,0,,2017.0,.,.,.,2017018046,0.0
23.0,16.0,36000.0,5.0,0,503280.0,69065.43,4000.0,21220.0,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,2015016546,3,1,,2017.0,.,.,2015016546,2017019975,0.0
50.0,12.0,97000.0,2.0,0,2373240.0,180439.0,545000.0,79338.0,,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2013010712,2,1,1.0,2017.0,.,2013010712,2015014014,2017012909,1.0
39.0,6.0,,2.0,0,97101.0,15000.0,,30104.0,,0.0,1.0,2.0,3.0,0.0,3.0,3.0,,0.0,0.0,1.0,1.0,2013003826,1,1,1.0,2017.0,.,2013003826,2015004505,2017032260,1.0
45.0,9.0,10000.0,3.0,0,46272.0,83092.5,,40572.0,14000.0,1.0,1.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,2013017463,2,1,1.0,2017.0,.,2013017463,2015023195,2017032931,1.0
29.0,0.0,36000.0,2.0,0,1243300.0,321395.0,3000.0,69666.0,,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2017003571,1,0,1.0,2017.0,.,.,.,2017003571,0.0
54.0,12.0,,2.0,1,237048.0,117578.0,330000.0,45620.0,,1.0,1.0,2.0,2.0,1.0,6.0,3.0,0.0,,0.0,1.0,2.0,2013002294,1,1,1.0,2017.0,.,2013002294,2015002287,2017000125,1.0
20.0,0.0,,5.0,0,55930.0,2786.1,0.0,51912.0,,0.0,1.0,1.0,1.0,0.0,3.0,3.0,,,1.0,1.0,1.0,2013018891,4,1,,2017.0,.,2013018891,2015024957,2017012667,1.0
26.0,12.0,21000.0,1.0,0,1244005.0,38670.0,0.0,73800.0,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,,2.0,1.0,2017014627,1,0,1.0,2017.0,.,.,.,2017014627,0.0
28.0,16.0,,4.0,1,2024103.0,366906.0,471531.0,115071.0,,0.0,1.0,2.0,1.0,1.0,,3.0,0.0,,0.0,2.0,1.0,2017013590,1,0,,2017.0,.,.,.,2017013590,0.0
54.0,9.0,33000.0,4.0,1,382338.0,60230.0,103000.0,14694.0,,1.0,1.0,2.0,1.0,1.0,,3.0,0.0,0.0,0.0,1.0,2.0,2013015142,3,1,1.0,2017.0,.,2013015142,2015020803,2017028141,1.0
53.0,16.0,,3.0,0,644816.0,231930.28,120000.0,49220.0,5000.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,,1.0,,2.0,1.0,2013000399,2,1,,2017.0,.,2013000399,2015000370,2017020373,1.0
33.0,6.0,15000.0,4.0,0,637950.0,41215.0,0.0,71900.0,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,,1.0,1.0,2015036442,3,1,,2017.0,.,.,2015036442,2017027568,0.0
42.0,12.0,,1.0,0,1121996.0,156035.0,60000.0,461204.0,,0.0,1.0,3.0,1.0,1.0,4.0,2.0,0.0,,0.0,1.0,1.0,2013009963,1,1,1.0,2017.0,.,2013009963,2015013065,2017013329,1.0
28.0,12.0,,3.0,1,3343500.0,1479135.0,1270000.0,107640.0,,0.0,1.0,2.0,1.0,1.0,,3.0,0.0,,,1.0,1.0,201107686,4,1,,2017.0,201107686,2013023903,2015032523,2017025113,1.0
26.0,15.0,,3.0,0,377837.0,45524.0,0.0,49472.0,,0.0,0.0,1.0,2.0,1.0,,1.0,1.0,1.0,,1.0,3.0,2013025834,3,1,,2017.0,.,2013025834,2015035034,2017021102,1.0
54.0,6.0,,2.0,0,88494.0,-7650.0,5500.0,27000.0,,1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,,0.0,1.0,1.0,2013021602,1,1,,2017.0,.,2013021602,2015029723,2017001168,1.0
45.0,9.0,60000.0,3.0,1,2226439.0,110175.0,70000.0,74154.0,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,,2.0,1.0,2017024228,2,0,,2017.0,.,.,.,2017024228,0.0
18.0,12.0,6320.0,3.0,2,2667270.0,141934.0,0.0,109690.0,,1.0,1.0,1.0,1.0,1.0,6.0,,1.0,1.0,,1.0,1.0,2017015241,3,0,,2017.0,.,.,.,2017015241,1.0
50.0,9.0,24000.0,4.0,0,243499.0,69000.0,50000.0,19832.0,,0.0,1.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,2013006629,1,1,,2017.0,.,2013006629,2015008702,2017020908,1.0
32.0,9.0,48000.0,3.0,0,621732.0,68350.0,50000.0,51600.0,,1.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,2015016233,4,1,1.0,2017.0,.,.,2015016233,2017035265,1.0
57.0,12.0,43200.0,4.0,0,77842.0,96628.0,0.0,12072.0,,1.0,1.0,2.0,1.0,1.0,5.0,3.0,0.0,0.0,1.0,1.0,2.0,201104941,2,1,1.0,2017.0,201104941,2013015622,2015021372,2017017050,0.0
25.0,9.0,20000.0,3.0,0,62578.0,56500.0,25000.0,38890.0,,1.0,1.0,1.0,1.0,1.0,,3.0,0.0,0.0,1.0,2.0,1.0,2013001517,3,1,,2017.0,.,2013001517,2015001517,2017020349,0.0
28.0,6.0,31500.0,4.0,1,37400.0,72200.0,0.0,143000.0,,1.0,1.0,2.0,3.0,1.0,,3.0,0.0,0.0,,2.0,2.0,2013011254,4,1,,2017.0,.,2013011254,2015015085,2017004436,0.0
26.0,9.0,,5.0,1,561792.0,35227.0,265000.0,72606.0,,0.0,1.0,2.0,1.0,0.0,,3.0,,0.0,0.0,1.0,1.0,2013013802,5,1,,2017.0,.,2013013802,2015018622,2017034967,1.0
37.0,9.0,32400.0,2.0,0,1638345.0,92435.0,0.0,44120.0,,0.0,1.0,2.0,1.0,0.0,5.0,1.0,1.0,0.0,,1.0,1.0,2017034169,1,0,1.0,2017.0,.,.,.,2017034169,0.0
42.0,12.0,36000.0,2.0,0,3138507.0,63105.0,0.0,61800.0,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2017025396,1,0,1.0,2017.0,.,.,.,2017025396,1.0
30.0,12.0,80000.0,2.0,1,663849.0,137100.0,0.0,64596.0,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,,2.0,1.0,2017017078,2,0,1.0,2017.0,.,.,.,2017017078,0.0
36.0,9.0,7000.0,3.0,0,1977.0,16618.0,478.0,26281.0,,1.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,2013024595,22,1,1.0,2017.0,.,2013024595,2015033281,2017030984,0.0
24.0,16.0,,3.0,0,91588.0,32083.0,70000.0,68232.0,,1.0,1.0,1.0,1.0,0.0,3.0,3.0,,,,1.0,2.0,2013025978,3,1,,2017.0,.,2013025978,2015035176,2017039043,1.0
49.0,6.0,,2.0,0,356283.0,24740.0,65000.0,72600.0,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,,,1.0,1.0,2015033152,1,1,1.0,2017.0,.,.,2015033152,2017037464,1.0
23.0,12.0,,5.0,0,886843.0,99990.0,150000.0,39600.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,2015029031,5,1,,2017.0,.,.,2015029031,2017003717,0.0
49.0,9.0,,2.0,0,189415.0,4835.0,0.0,57980.0,,0.0,1.0,2.0,3.0,1.0,3.0,3.0,0.0,,0.0,1.0,1.0,2013023405,2,1,,2017.0,.,2013023405,2015031858,2017006315,1.0
16.0,12.0,,3.0,1,19645708.0,1159150.0,200000.0,189600.0,,0.0,0.0,,1.0,0.0,4.0,2.0,,,,1.0,1.0,2015025437,3,1,,2017.0,.,.,2015025437,2017026551,1.0
22.0,16.0,,3.0,0,352079.0,32018.0,0.0,91053.0,,0.0,0.0,1.0,1.0,0.0,,2.0,,,,1.0,1.0,2015037135,1,1,,2017.0,.,.,2015037135,2017010763,1.0
17.0,12.0,,3.0,0,428900.0,83995.0,0.0,73290.0,,0.0,0.0,,1.0,0.0,,2.0,,,,1.0,1.0,2017021338,3,0,,2017.0,.,.,.,2017021338,0.0
27.0,15.0,9000.0,3.0,0,234300.0,45360.5,10000.0,13280.0,,0.0,1.0,1.0,1.0,1.0,,3.0,0.0,0.0,0.0,3.0,1.0,2013012081,8,1,,2017.0,.,2013012081,2015016207,2017030447,0.0
36.0,16.0,,2.0,0,98950.0,172628.56,,119252.0,,1.0,0.0,2.0,1.0,1.0,,,,,,2.0,2.0,2017006770,3,0,,2017.0,.,.,.,2017006770,0.0
16.0,9.0,,4.0,0,387800.0,30380.0,100000.0,29700.0,,1.0,1.0,,1.0,1.0,,3.0,0.0,0.0,,1.0,2.0,201101158,3,1,,2017.0,201101158,2013004011,2015004780,2017004262,1.0
32.0,12.0,,2.0,0,76235.0,59100.0,,31915.0,,1.0,0.0,1.0,1.0,1.0,4.0,,0.0,,,1.0,1.0,2013005319,3,1,,2017.0,.,2013005319,2015007209,2017009111,1.0
40.0,15.0,,3.0,1,985409.0,78126.84,0.0,53990.0,,0.0,0.0,2.0,2.0,0.0,4.0,2.0,,0.0,,1.0,1.0,2017009036,3,0,,2017.0,.,.,.,2017009036,0.0
51.0,9.0,,3.0,1,2211500.0,113597.5,12000.0,69700.0,,1.0,1.0,2.0,1.0,1.0,,,0.0,,,2.0,1.0,2017001850,2,0,1.0,2017.0,.,.,.,2017001850,0.0
48.0,6.0,,5.0,1,234600.0,0.0,0.0,91800.0,,0.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,201107914,1,1,,2017.0,201107914,2013025044,2015033836,2017004284,1.0
59.0,6.0,,2.0,0,347700.0,67320.0,,36520.0,6500.0,1.0,,2.0,1.0,0.0,2.0,1.0,,0.0,,1.0,1.0,2017035808,1,0,1.0,2017.0,.,.,.,2017035808,1.0
32.0,6.0,,2.0,0,488986.0,42978.55,0.0,38156.0,,0.0,1.0,2.0,1.0,0.0,3.0,3.0,,0.0,0.0,2.0,1.0,2017011086,2,0,,2017.0,.,.,.,2017011086,0.0
37.0,16.0,48000.0,3.0,0,2765.0,114052.38,200000.0,45925.0,,1.0,0.0,2.0,2.0,1.0,2.0,,,,,2.0,3.0,2013007953,3,1,,2017.0,.,2013007953,2015010524,2017011225,1.0
43.0,16.0,,2.0,1,17062040.0,794462.0,0.0,235684.0,,1.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,,,1.0,1.0,201106515,2,1,1.0,2017.0,201106515,2013019091,2015026191,2017001571,0.0
51.0,9.0,36000.0,3.0,0,136431.0,84595.01,0.0,31844.0,,0.0,1.0,2.0,2.0,1.0,6.0,,0.0,0.0,0.0,2.0,1.0,2017033831,2,0,,2017.0,.,.,.,2017033831,0.0
26.0,9.0,30000.0,5.0,0,494377.0,187015.0,0.0,111676.0,,0.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,,1.0,1.0,201105675,5,1,,2017.0,201105675,2013017317,2015023049,2017021677,1.0
22.0,16.0,,3.0,0,1739852.0,213945.53,500000.0,125100.0,,1.0,0.0,1.0,1.0,0.0,,,,,,1.0,1.0,2017016914,3,0,,2017.0,.,.,.,2017016914,0.0
28.0,12.0,,2.0,1,291843.0,32613.0,40000.0,39000.0,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,,0.0,2.0,1.0,201107617,3,1,,2017.0,201107617,2013023563,2015031923,2017010589,0.0
54.0,12.0,36000.0,2.0,0,432001.0,72623.5,0.0,26320.0,,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,,2.0,1.0,2013017914,1,1,1.0,2017.0,.,2013017914,2015023644,2017016071,0.0
18.0,9.0,4800.0,2.0,0,610190.0,80325.0,0.0,23644.0,,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,2015024232,3,1,,2017.0,.,.,2015024232,2017000416,1.0
58.0,12.0,,4.0,1,1528895.0,122362.0,560640.0,28673.0,,0.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,,0.0,1.0,1.0,2013001208,2,1,,2017.0,.,2013001208,2015001202,2017026686,1.0
47.0,9.0,,3.0,0,773557.0,235898.75,0.0,31768.0,,1.0,,2.0,1.0,1.0,,,0.0,,,1.0,1.0,201106852,4,1,1.0,2017.0,201106852,2013019426,2015026935,2017008092,1.0
47.0,0.0,18000.0,2.0,0,515724.0,57000.0,160000.0,77330.0,,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2015019871,1,1,,2017.0,.,.,2015019871,2017004404,0.0
29.0,15.0,10000.0,3.0,0,267850.0,36727.0,0.0,27456.0,,1.0,1.0,1.0,2.0,1.0,3.0,3.0,0.0,0.0,,1.0,3.0,2013018255,21,1,,2017.0,.,2013018255,2015024128,2017029703,1.0
38.0,9.0,21600.0,5.0,0,110100.0,36000.0,,20100.0,,0.0,1.0,2.0,1.0,1.0,,,0.0,0.0,,1.0,2.0,2013024470,23,1,,2017.0,.,2013024470,2015033155,2017009014,0.0
34.0,16.0,36000.0,2.0,1,169754.0,61104.2,0.0,54000.0,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,1.0,2015028999,1,1,1.0,2017.0,.,.,2015028999,2017025889,0.0
52.0,12.0,30000.0,4.0,0,62936.0,91131.02,,104800.0,,1.0,1.0,2.0,1.0,1.0,,,0.0,0.0,,2.0,1.0,2017016125,2,0,1.0,2017.0,.,.,.,2017016125,0.0
44.0,12.0,,2.0,0,2802000.0,59710.0,,44900.0,,0.0,0.0,2.0,2.0,0.0,2.0,1.0,,0.0,,1.0,1.0,2013025493,1,1,,2017.0,.,2013025493,2015034318,2017018988,1.0
32.0,16.0,60000.0,1.0,1,1084377.0,95520.0,348335.0,123280.0,,0.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2017024849,1,0,1.0,2017.0,.,.,.,2017024849,1.0
45.0,0.0,14400.0,3.0,0,210189.0,57528.0,0.0,122620.0,,0.0,1.0,2.0,3.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,3.0,2013017731,1,1,,2017.0,.,2013017731,2015023463,2017002658,1.0
26.0,16.0,40000.0,1.0,0,420279.0,43958.766,,36516.0,,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,3.0,1.0,2017032924,1,0,1.0,2017.0,.,.,.,2017032924,1.0
46.0,9.0,8350.0,3.0,0,791431.0,149013.44,0.0,67726.0,2200.0,0.0,0.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,,2.0,1.0,201108177,1,1,,2017.0,201108177,2013026468,2015035664,2017016939,1.0
25.0,15.0,36000.0,1.0,0,258799.0,55154.5,0.0,13440.0,,0.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,,0.0,1.0,2.0,2013021389,4,1,,2017.0,.,2013021389,2015029425,2017021427,0.0
38.0,6.0,,3.0,0,4392625.0,185400.0,0.0,81144.0,10000.0,0.0,1.0,2.0,1.0,0.0,,3.0,,0.0,,1.0,1.0,2015023946,1,1,,2017.0,.,.,2015023946,2017003395,1.0
32.0,9.0,,4.0,0,541648.0,51807.0,546434.0,46056.0,,1.0,1.0,2.0,1.0,1.0,,3.0,0.0,0.0,1.0,1.0,1.0,2017007674,7,0,,2017.0,.,.,.,2017007674,0.0
31.0,9.0,,4.0,0,60312.0,15157.028,0.0,17372.0,,0.0,1.0,2.0,2.0,1.0,,3.0,0.0,0.0,0.0,1.0,3.0,2017033239,5,0,,2017.0,.,.,.,2017033239,0.0
53.0,6.0,24000.0,2.0,0,284300.0,279000.0,0.0,22200.0,,1.0,0.0,2.0,1.0,1.0,,3.0,0.0,,,2.0,1.0,2017031005,1,0,1.0,2017.0,.,.,.,2017031005,1.0
25.0,19.0,,4.0,0,87109.0,4281.75,90000.0,32100.0,,0.0,1.0,1.0,2.0,0.0,,3.0,,,0.0,1.0,2.0,2013004296,3,1,,2017.0,.,2013004296,2015005247,2017028885,1.0
43.0,9.0,24000.0,3.0,0,579387.0,62617.5,0.0,47370.0,,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,201103824,2,1,,2017.0,201103824,2013011913,2015015952,2017037809,0.0
49.0,6.0,,3.0,0,2449525.0,270440.0,750000.0,156048.0,,0.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,,1.0,1.0,2017023647,2,0,,2017.0,.,.,.,2017023647,0.0
