age,education,wage,hh_size,count_car,total_asset,total_income,total_debt,total_consumption,hospitalization_expenses,gender,hukou,marriage,physical_condition,work,old_age_insurance,medical_insurance,unemployment_insurance,housing_fund,poor_hh,house_type,phone_type,hhid,pline,track,hhead,year,hhid_2011,hhid_2013,hhid_2015,hhid_2017,returnee
60.0,6.0,,2.0,0,274142.0,21235.0,,14040.0,,0.0,1.0,2.0,1.0,0.0,3.0,3.0,,0.0,0.0,1.0,2.0,2017015310,2,0,,2017.0,.,.,.,2017015310,1.0
39.0,12.0,,2.0,1,3461624.0,10026.73,64070.0,97180.0,,1.0,1.0,2.0,1.0,1.0,,2.0,0.0,,,1.0,1.0,2013013054,2,1,,2017.0,.,2013013054,2015017611,2017027031,1.0
27.0,12.0,3500.0,4.0,0,660262.0,84817.5,10000.0,59510.0,,1.0,1.0,1.0,1.0,0.0,3.0,3.0,,0.0,,1.0,1.0,2015029278,1,1,,2017.0,.,.,2015029278,2017020066,1.0
26.0,6.0,,3.0,0,452867.0,24454.484,0.0,37567.0,,0.0,1.0,2.0,1.0,0.0,3.0,3.0,,,0.0,1.0,1.0,2013013777,21,1,,2017.0,.,2013013777,2015018598,2017012710,1.0
54.0,12.0,12000.0,3.0,0,779361.0,72850.0,0.0,59116.0,,0.0,0.0,2.0,3.0,1.0,3.0,3.0,0.0,0.0,,2.0,1.0,2017023556,2,0,,2017.0,.,.,.,2017023556,0.0
27.0,16.0,,3.0,1,1222248.0,104287.0,0.0,78699.0,,1.0,0.0,1.0,1.0,1.0,,5.0,,,,1.0,1.0,2013024722,3,1,,2017.0,.,2013024722,2015033406,2017035011,0.0
20.0,16.0,,4.0,0,556385.0,135182.0,50000.0,34050.0,,0.0,1.0,1.0,1.0,0.0,4.0,5.0,,,,2.0,1.0,2017016081,4,0,,2017.0,.,.,.,2017016081,0.0
38.0,9.0,60000.0,2.0,1,1361084.0,114700.0,110000.0,82596.0,2000.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2017024239,1,0,1.0,2017.0,.,.,.,2017024239,1.0
23.0,16.0,,3.0,0,115200.0,29100.0,0.0,26200.0,,1.0,1.0,1.0,1.0,0.0,,,,,0.0,1.0,2.0,2015014441,3,1,,2017.0,.,.,2015014441,2017029950,1.0
60.0,9.0,,2.0,0,809750.0,69007.0,0.0,112600.0,,0.0,0.0,1.0,2.0,0.0,2.0,5.0,,0.0,0.0,1.0,1.0,2015019984,2,1,,2017.0,.,.,2015019984,2017013781,1.0
55.0,9.0,20000.0,2.0,0,178064.0,25500.0,0.0,27720.0,,1.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,2013013357,1,1,1.0,2017.0,.,2013013357,2015018120,2017011930,1.0
53.0,12.0,,4.0,2,11509707.0,473350.0,0.0,251536.0,,1.0,1.0,2.0,2.0,1.0,,,0.0,,,1.0,1.0,2013027468,1,1,1.0,2017.0,.,2013027468,2015036665,2017036355,0.0
43.0,6.0,,3.0,0,77526.0,22206.0,45000.0,44924.0,,1.0,1.0,2.0,3.0,1.0,,3.0,0.0,0.0,0.0,1.0,2.0,2017011757,2,0,1.0,2017.0,.,.,.,2017011757,0.0
50.0,9.0,,4.0,0,140133.0,40044.0,,51840.0,,1.0,1.0,2.0,2.0,1.0,,3.0,0.0,0.0,,1.0,2.0,2015030660,6,1,,2017.0,.,.,2015030660,2017005295,0.0
37.0,9.0,40000.0,2.0,0,504758.0,142596.0,30000.0,68064.0,,1.0,0.0,2.0,2.0,1.0,,,0.0,,0.0,1.0,1.0,2013004756,1,1,1.0,2017.0,.,2013004756,2015005784,2017005898,0.0
34.0,15.0,60000.0,2.0,1,1572519.0,111850.0,500000.0,190700.0,,0.0,0.0,2.0,1.0,1.0,,2.0,0.0,0.0,,1.0,1.0,2017028094,1,0,1.0,2017.0,.,.,.,2017028094,1.0
32.0,9.0,,3.0,0,458903.0,9638.944,3000.0,34320.0,,1.0,1.0,1.0,2.0,0.0,,,,,0.0,1.0,2.0,201105117,3,1,,2017.0,201105117,2013015889,2015021640,2017001866,0.0
52.0,15.0,84000.0,4.0,1,1788085.0,168873.0,299457.0,57180.0,,1.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,,1.0,2.0,2017014878,2,0,,2017.0,.,.,.,2017014878,1.0
55.0,9.0,,2.0,0,130494.0,62400.0,0.0,68636.0,,0.0,1.0,2.0,1.0,1.0,,3.0,0.0,,,2.0,1.0,2017034441,2,0,,2017.0,.,.,.,2017034441,0.0
43.0,9.0,,8.0,0,1022700.0,388121.75,0.0,34800.0,,0.0,1.0,2.0,1.0,0.0,3.0,3.0,,,1.0,1.0,1.0,2013012643,7,1,,2017.0,.,2013012643,2015016843,2017021074,0.0
38.0,12.0,84000.0,2.0,1,893202.0,164600.0,80000.0,50004.0,,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,,1.0,1.0,2015036872,1,1,1.0,2017.0,.,.,2015036872,2017017149,1.0
33.0,9.0,,2.0,1,578800.0,73100.0,350000.0,66810.0,,0.0,1.0,2.0,1.0,0.0,,3.0,,0.0,,1.0,1.0,2013004371,2,1,,2017.0,.,2013004371,2015005400,2017036977,0.0
34.0,15.0,48000.0,5.0,0,433181.0,115251.0,250000.0,26160.0,,0.0,0.0,2.0,1.0,1.0,,3.0,,1.0,0.0,1.0,2.0,2013018459,4,1,,2017.0,.,2013018459,2015024418,2017003408,0.0
38.0,6.0,,4.0,0,229923.0,98384.5,0.0,26720.0,,1.0,1.0,2.0,2.0,1.0,,3.0,0.0,0.0,0.0,1.0,2.0,201105058,2,1,,2017.0,201105058,2013015740,2015021491,2017036473,0.0
30.0,16.0,100000.0,3.0,1,5014410.0,402200.0,1710000.0,87160.0,,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2015011338,3,1,,2017.0,.,.,2015011338,2017017013,0.0
46.0,9.0,,4.0,0,381592.0,18820.104,,45208.0,,0.0,1.0,2.0,1.0,1.0,4.0,2.0,0.0,,,1.0,1.0,2017038460,1,0,,2017.0,.,.,.,2017038460,1.0
35.0,16.0,90000.0,2.0,2,4783781.0,379094.5,250000.0,108620.0,3000.0,0.0,0.0,2.0,1.0,0.0,2.0,5.0,1.0,1.0,,1.0,1.0,2017025324,1,0,1.0,2017.0,.,.,.,2017025324,1.0
47.0,15.0,12000.0,3.0,0,4500.0,36007.0,0.0,21698.0,,1.0,0.0,2.0,1.0,1.0,,2.0,0.0,0.0,,2.0,2.0,2017006924,2,0,1.0,2017.0,.,.,.,2017006924,1.0
23.0,15.0,,4.0,0,85330.0,28386.105,20000.0,43468.0,,1.0,1.0,1.0,2.0,0.0,,,,0.0,1.0,1.0,2.0,2013004767,21,1,,2017.0,.,2013004767,2015005798,2017007338,1.0
29.0,16.0,5000.0,4.0,0,83550.0,30220.0,20000.0,32300.0,,0.0,1.0,1.0,2.0,1.0,,3.0,,0.0,0.0,1.0,2.0,2013025906,3,1,,2017.0,.,2013025906,2015035106,2017010004,0.0
53.0,12.0,30000.0,4.0,1,983700.0,136777.5,120000.0,67292.0,,1.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,201106342,1,1,1.0,2017.0,201106342,2013018541,2015024500,2017025420,1.0
39.0,16.0,64000.0,1.0,0,3354819.0,128708.84,406000.0,54700.0,1000.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2013008053,1,1,1.0,2017.0,.,2013008053,2015010629,2017032185,1.0
36.0,9.0,2200.0,2.0,0,136030.0,10402.25,100000.0,184840.0,,1.0,1.0,2.0,2.0,1.0,,3.0,0.0,0.0,1.0,1.0,2.0,2013024597,21,1,1.0,2017.0,.,2013024597,2015033283,2017025908,0.0
19.0,16.0,,3.0,1,6404548.0,1038344.3,5984.0,42865.0,,0.0,1.0,1.0,1.0,0.0,,3.0,,,0.0,1.0,2.0,2013014219,3,1,,2017.0,.,2013014219,2015019045,2017023739,0.0
22.0,16.0,,3.0,1,1037336.0,101035.0,0.0,62580.0,,0.0,0.0,1.0,1.0,0.0,,2.0,,,0.0,1.0,1.0,201104454,3,1,,2017.0,201104454,2013014822,2015020397,2017018158,1.0
53.0,15.0,42000.0,3.0,1,4346192.0,171797.5,27673.0,45240.0,,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2017025412,1,0,1.0,2017.0,.,.,.,2017025412,1.0
24.0,16.0,14000.0,3.0,0,5227474.0,222390.5,8000.0,145848.0,,0.0,0.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,,2.0,1.0,2015025649,1,1,,2017.0,.,.,2015025649,2017007923,1.0
50.0,6.0,20000.0,4.0,0,233230.0,79832.0,0.0,64620.0,,0.0,1.0,2.0,2.0,1.0,,3.0,0.0,0.0,,2.0,1.0,2013020774,2,1,,2017.0,.,2013020774,2015028573,2017022379,0.0
25.0,16.0,,2.0,1,2281118.0,260749.5,335897.0,69450.0,,0.0,0.0,2.0,1.0,1.0,4.0,2.0,1.0,,,1.0,1.0,2017039225,1,0,1.0,2017.0,.,.,.,2017039225,1.0
25.0,16.0,715000.0,2.0,1,10038693.0,1235287.0,0.0,406930.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2015013674,21,1,,2017.0,.,.,2015013674,2017012694,1.0
45.0,6.0,,3.0,0,31550.0,70452.4,15832.0,13840.0,,0.0,1.0,2.0,2.0,1.0,3.0,3.0,,,1.0,1.0,2.0,2013005764,22,1,,2017.0,.,2013005764,2015007652,2017021841,0.0
58.0,12.0,,4.0,0,225380.0,36999.25,18100.0,42216.0,4300.0,0.0,1.0,2.0,2.0,0.0,3.0,3.0,,,0.0,1.0,1.0,2013006040,3,1,,2017.0,.,2013006040,2015007924,2017022224,1.0
38.0,15.0,65000.0,2.0,0,1077860.0,113283.5,56891.0,42460.0,,1.0,0.0,2.0,1.0,1.0,,3.0,0.0,1.0,0.0,1.0,1.0,2015006740,1,1,1.0,2017.0,.,.,2015006740,2017020317,1.0
27.0,9.0,60000.0,5.0,0,2028269.0,86226.0,381995.0,34084.0,,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,2.0,2015012479,6,1,,2017.0,.,.,2015012479,2017009919,0.0
24.0,12.0,,4.0,0,442011.0,-863.0,5000.0,117330.0,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,2015033810,4,1,,2017.0,.,.,2015033810,2017036805,0.0
43.0,9.0,25000.0,3.0,0,32086.0,81000.0,30000.0,63247.0,,0.0,0.0,2.0,2.0,1.0,,2.0,0.0,0.0,,3.0,1.0,2013014003,1,1,1.0,2017.0,.,2013014003,2015018823,2017008555,0.0
43.0,15.0,36000.0,2.0,1,1054956.0,134246.0,0.0,108600.0,,1.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,201105200,1,1,,2017.0,201105200,2013016162,2015021914,2017023688,1.0
25.0,6.0,,6.0,0,395939.0,69261.64,10000.0,41470.0,2600.0,0.0,1.0,2.0,1.0,0.0,,,,0.0,,1.0,2.0,2013017017,21,1,,2017.0,.,2013017017,2015022749,2017021334,1.0
42.0,12.0,60000.0,2.0,0,6482822.0,147967.5,0.0,97164.0,,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2013009456,2,1,1.0,2017.0,.,2013009456,2015012029,2017014127,1.0
33.0,16.0,70000.0,2.0,1,541258.0,232525.0,20000.0,189084.0,,0.0,0.0,2.0,2.0,1.0,,,1.0,1.0,,2.0,3.0,2017010289,3,0,,2017.0,.,.,.,2017010289,0.0
57.0,12.0,30000.0,3.0,0,260168.0,74700.0,0.0,40650.0,,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,,1.0,1.0,2017035345,2,0,1.0,2017.0,.,.,.,2017035345,1.0
60.0,15.0,40000.0,2.0,0,807605.0,246875.0,,87840.0,,1.0,0.0,2.0,1.0,0.0,1.0,1.0,,0.0,,1.0,1.0,2017033840,1,0,1.0,2017.0,.,.,.,2017033840,1.0
38.0,15.0,84000.0,1.0,0,63000.0,84035.0,,79400.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,,2.0,1.0,2017003366,1,0,1.0,2017.0,.,.,.,2017003366,0.0
43.0,6.0,12500.0,2.0,0,776971.0,25407.0,43213.0,59000.0,,1.0,1.0,2.0,2.0,0.0,,,0.0,0.0,0.0,1.0,1.0,201105971,1,1,1.0,2017.0,201105971,2013017802,2015023534,2017018031,1.0
24.0,12.0,,4.0,0,1085891.0,73738.0,112500.0,294446.0,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,2013013873,21,1,,2017.0,.,2013013873,2015018694,2017022763,0.0
53.0,6.0,,4.0,0,36725.0,73030.0,0.0,7087.0,,1.0,1.0,2.0,1.0,1.0,,3.0,0.0,,1.0,1.0,2.0,2013019988,21,1,,2017.0,.,2013019988,2015027702,2017007912,0.0
30.0,9.0,,5.0,1,389948.0,227404.0,85000.0,73024.0,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,,,1.0,1.0,2015003351,1,1,,2017.0,.,.,2015003351,2017007008,1.0
58.0,12.0,12200.0,2.0,0,84606.0,12396.0,,15296.0,,1.0,1.0,2.0,1.0,0.0,3.0,3.0,,0.0,0.0,1.0,1.0,2017020530,1,0,1.0,2017.0,.,.,.,2017020530,1.0
47.0,9.0,42000.0,4.0,0,228880.0,117158.19,0.0,86664.0,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,,2.0,1.0,2015031164,2,1,1.0,2017.0,.,.,2015031164,2017012791,0.0
42.0,9.0,54000.0,3.0,1,205400.0,74000.0,41000.0,52736.0,,1.0,1.0,2.0,1.0,1.0,5.0,4.0,0.0,0.0,0.0,2.0,1.0,2015006749,3,1,1.0,2017.0,.,.,2015006749,2017012449,0.0
24.0,9.0,,2.0,0,313414.0,49503.0,19921.0,34766.0,,0.0,1.0,2.0,1.0,0.0,,3.0,,0.0,,2.0,1.0,2015026789,4,1,,2017.0,.,.,2015026789,2017004672,1.0
55.0,16.0,0.0,2.0,1,1309576.0,68704.06,0.0,74533.0,,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2015017591,2,1,,2017.0,.,.,2015017591,2017022898,1.0
27.0,9.0,18000.0,4.0,0,266889.0,33052.5,184000.0,11040.0,,0.0,1.0,1.0,1.0,0.0,,3.0,0.0,0.0,0.0,1.0,1.0,2015015812,6,1,,2017.0,.,.,2015015812,2017025946,1.0
23.0,16.0,,3.0,0,72722.0,30367.5,0.0,56036.0,,0.0,0.0,1.0,1.0,1.0,,,0.0,0.0,,2.0,1.0,201101262,4,1,,2017.0,201101262,2013005090,2015006978,2017030388,1.0
41.0,6.0,54000.0,3.0,0,223661.0,57035.0,100080.0,13820.0,,1.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,2013009597,2,1,1.0,2017.0,.,2013009597,2015012480,2017032419,1.0
50.0,9.0,30000.0,3.0,0,969367.0,213684.5,420000.0,35640.0,,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,2013011699,1,1,,2017.0,.,2013011699,2015015644,2017019349,1.0
43.0,12.0,,2.0,1,513000.0,17835.0,40000.0,50604.0,,1.0,1.0,2.0,2.0,1.0,4.0,2.0,0.0,,,1.0,1.0,2013023724,3,1,,2017.0,.,2013023724,2015032264,2017000770,1.0
26.0,9.0,2000.0,3.0,0,526800.0,60506.59,174631.0,44676.0,,1.0,0.0,1.0,1.0,1.0,,,0.0,0.0,0.0,1.0,2.0,201103792,4,1,,2017.0,201103792,2013011877,2015015918,2017028453,0.0
24.0,16.0,36000.0,4.0,0,257319.0,164770.0,20000.0,12886.0,,0.0,1.0,1.0,1.0,1.0,,3.0,0.0,0.0,0.0,1.0,2.0,2013017601,3,1,,2017.0,.,2013017601,2015023333,2017000908,0.0
18.0,12.0,18000.0,8.0,0,640300.0,76437.0,50000.0,38856.0,,0.0,1.0,1.0,2.0,0.0,,3.0,,0.0,,1.0,2.0,201107406,6,1,,2017.0,201107406,2013022305,2015030713,2017005958,1.0
31.0,15.0,,4.0,0,592753.0,10600.0,0.0,9776.0,,1.0,1.0,2.0,1.0,1.0,,3.0,0.0,0.0,0.0,1.0,2.0,201105060,3,1,,2017.0,201105060,2013015742,2015021493,2017009352,1.0
41.0,6.0,,3.0,1,340800.0,22847.5,0.0,169000.0,,0.0,1.0,2.0,2.0,1.0,5.0,3.0,0.0,,0.0,1.0,1.0,2017038201,2,0,,2017.0,.,.,.,2017038201,1.0
60.0,6.0,,3.0,0,342300.0,9842.8,60500.0,43400.0,,0.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,,0.0,1.0,1.0,2017035431,3,0,,2017.0,.,.,.,2017035431,1.0
58.0,12.0,,3.0,0,176271.0,44605.547,,68712.0,,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,,3.0,1.0,201106269,1,1,,2017.0,201106269,2013018380,2015024340,2017036035,0.0
36.0,15.0,,2.0,1,10924304.0,846777.44,1022848.0,290880.0,,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2017002870,1,0,,2017.0,.,.,.,2017002870,1.0
47.0,16.0,88000.0,3.0,0,7061200.0,374800.0,0.0,110496.0,11000.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,,1.0,1.0,2015002590,1,1,1.0,2017.0,.,.,2015002590,2017017136,1.0
23.0,15.0,,3.0,0,293000.0,43221.0,120000.0,167018.0,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,,1.0,1.0,2017039569,3,0,,2017.0,.,.,.,2017039569,1.0
28.0,16.0,0.0,3.0,0,1312153.0,44805.133,82490.0,48140.0,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,2015035549,3,1,,2017.0,.,.,2015035549,2017002048,1.0
41.0,15.0,,2.0,0,2715813.0,210761.16,30000.0,94370.0,,1.0,0.0,2.0,1.0,1.0,4.0,2.0,0.0,,,2.0,1.0,2017037975,1,0,1.0,2017.0,.,.,.,2017037975,0.0
35.0,16.0,15000.0,1.0,0,705180.0,86253.5,162368.0,139920.0,,1.0,0.0,2.0,2.0,1.0,,1.0,1.0,1.0,,1.0,2.0,201101848,21,1,,2017.0,201101848,2013006896,2015009159,2017037515,0.0
40.0,12.0,,3.0,1,2462387.0,121785.0,0.0,118200.0,,1.0,,2.0,1.0,1.0,,,0.0,,,1.0,1.0,2013024004,1,1,1.0,2017.0,.,2013024004,2015032689,2017012929,1.0
36.0,12.0,,2.0,1,358828.0,705.0,0.0,134522.0,,0.0,1.0,2.0,2.0,1.0,,3.0,0.0,,,2.0,1.0,2015002484,1,1,1.0,2017.0,.,.,2015002484,2017007057,0.0
50.0,9.0,24000.0,2.0,0,3624.0,60001.0,0.0,27337.0,,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,,1.0,1.0,2017038545,3,0,,2017.0,.,.,.,2017038545,1.0
60.0,9.0,,3.0,0,458903.0,9638.944,3000.0,34320.0,,1.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,,0.0,1.0,2.0,201105117,2,1,1.0,2017.0,201105117,2013015889,2015021640,2017001866,1.0
33.0,16.0,67200.0,2.0,1,877267.0,129805.0,0.0,57596.0,,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2013027500,2,1,,2017.0,.,2013027500,2015036698,2017032774,1.0
28.0,6.0,,6.0,0,395939.0,69261.64,10000.0,41470.0,,1.0,1.0,1.0,2.0,1.0,,,0.0,0.0,,1.0,2.0,2013017017,5,1,,2017.0,.,2013017017,2015022749,2017021334,0.0
35.0,9.0,,2.0,0,318500.0,168460.0,70000.0,64820.0,,1.0,1.0,2.0,1.0,1.0,,3.0,0.0,,0.0,1.0,1.0,201107925,1,1,1.0,2017.0,201107925,2013025055,2015033850,2017019251,1.0
50.0,6.0,42000.0,4.0,0,726000.0,225455.0,100000.0,59260.0,,0.0,1.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,201103673,2,1,,2017.0,201103673,2013011558,2015015500,2017023902,1.0
37.0,9.0,33000.0,6.0,0,567936.0,181457.0,18000.0,36912.0,,0.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,2017005299,9,0,,2017.0,.,.,.,2017005299,0.0
50.0,6.0,,2.0,0,133285.0,9517.5,0.0,71808.0,5000.0,0.0,1.0,2.0,1.0,1.0,,,0.0,,,2.0,1.0,2017000337,1,0,,2017.0,.,.,.,2017000337,0.0
29.0,12.0,,3.0,0,289438.0,108590.0,,35288.0,,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,,1.0,1.0,2015033056,1,1,,2017.0,.,.,2015033056,2017016676,1.0
42.0,19.0,480000.0,2.0,2,12471749.0,627858.9,0.0,197250.0,,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2017033286,2,0,,2017.0,.,.,.,2017033286,1.0
42.0,15.0,36000.0,3.0,1,1081608.0,104942.0,250774.0,57600.0,,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2017009461,1,0,1.0,2017.0,.,.,.,2017009461,1.0
28.0,16.0,63600.0,2.0,0,637680.0,121999.29,158517.0,22300.0,,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2017030809,1,0,1.0,2017.0,.,.,.,2017030809,0.0
25.0,6.0,,6.0,0,62080.0,15248.0,0.0,92907.0,14000.0,0.0,,2.0,3.0,0.0,,3.0,,,1.0,3.0,1.0,2015016175,2,1,,2017.0,.,.,2015016175,2017037443,0.0
58.0,6.0,25000.0,4.0,1,248062.0,102501.75,70000.0,76360.0,,1.0,1.0,2.0,2.0,0.0,3.0,3.0,,0.0,,2.0,1.0,2013011293,2,1,,2017.0,.,2013011293,2015015127,2017039062,1.0
36.0,12.0,,4.0,1,512637.0,218382.5,0.0,52390.0,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,,0.0,1.0,1.0,2013021391,7,1,,2017.0,.,2013021391,2015029427,2017017893,1.0
47.0,15.0,78000.0,3.0,1,4127800.0,618678.0,30000.0,550200.0,,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,,1.0,1.0,2013022757,1,1,,2017.0,.,2013022757,2015031248,2017005074,1.0
41.0,16.0,60000.0,2.0,2,7393542.5,644350.0,0.0,1066500.0,20000.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,,,1.0,1.0,2017003131,1,0,,2017.0,.,.,.,2017003131,1.0
33.0,6.0,25000.0,2.0,1,41900.0,25351.0,15550.0,38780.0,,1.0,1.0,2.0,2.0,1.0,,3.0,0.0,0.0,0.0,1.0,1.0,2015007952,2,1,1.0,2017.0,.,.,2015007952,2017026970,1.0
47.0,9.0,,3.0,0,919195.0,-196421.0,300000.0,83682.0,,0.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,,0.0,1.0,1.0,2013011662,3,1,1.0,2017.0,.,2013011662,2015015605,2017011525,1.0
26.0,16.0,27000.0,3.0,1,2024800.0,58417.5,0.0,16900.0,,0.0,1.0,2.0,1.0,0.0,,,0.0,0.0,,1.0,1.0,201100954,4,1,,2017.0,201100954,2013003288,2015003881,2017038018,1.0
51.0,9.0,,2.0,0,744193.0,171998.0,,128305.0,,0.0,1.0,2.0,1.0,0.0,2.0,1.0,,,,2.0,1.0,2017000909,2,0,,2017.0,.,.,.,2017000909,1.0
43.0,12.0,15000.0,3.0,1,396000.0,36803.5,10000.0,66808.0,,0.0,1.0,2.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,2015025580,21,1,,2017.0,.,.,2015025580,2017009882,0.0
29.0,12.0,90000.0,2.0,1,79908.0,98956.0,0.0,96566.0,,1.0,1.0,2.0,1.0,1.0,,2.0,0.0,0.0,0.0,2.0,1.0,2017001000,2,0,1.0,2017.0,.,.,.,2017001000,0.0
20.0,15.0,,4.0,0,16266.0,53.75,67000.0,23072.0,2000.0,0.0,1.0,1.0,2.0,0.0,,3.0,,,,1.0,2.0,2015027532,3,1,,2017.0,.,.,2015027532,2017025415,0.0
29.0,9.0,,4.0,0,66658.0,53700.0,0.0,16700.0,,0.0,1.0,2.0,1.0,0.0,,2.0,,,0.0,1.0,1.0,2015006826,22,1,,2017.0,.,.,2015006826,2017021492,1.0
48.0,9.0,,2.0,1,379650.0,6263.0,15000.0,37786.0,23158.0,0.0,1.0,2.0,3.0,1.0,,3.0,0.0,,0.0,1.0,1.0,2017008926,1,0,1.0,2017.0,.,.,.,2017008926,1.0
47.0,15.0,96000.0,2.0,1,2253650.0,230529.0,0.0,118592.0,15000.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,,2.0,1.0,2017010927,1,0,,2017.0,.,.,.,2017010927,0.0
21.0,9.0,33600.0,5.0,0,136909.0,101672.5,0.0,37067.0,,1.0,1.0,1.0,1.0,1.0,,3.0,0.0,0.0,0.0,1.0,2.0,201106985,3,1,,2017.0,201106985,2013019653,2015027260,2017032961,0.0
18.0,12.0,,4.0,1,504200.0,101800.0,223500.0,86600.0,800.0,0.0,1.0,1.0,3.0,0.0,,,,,,1.0,1.0,2017004690,3,0,,2017.0,.,.,.,2017004690,0.0
45.0,9.0,20400.0,2.0,0,262550.0,133870.0,25000.0,44004.0,,0.0,1.0,3.0,2.0,1.0,5.0,2.0,0.0,0.0,0.0,1.0,2.0,2013004438,4,1,,2017.0,.,2013004438,2015005473,2017006170,0.0
31.0,19.0,,5.0,1,664750.0,73665.6,0.0,59300.0,,0.0,0.0,1.0,1.0,0.0,,2.0,,,0.0,1.0,1.0,201105360,23,1,,2017.0,201105360,2013016309,2015022060,2017025313,0.0
52.0,6.0,15000.0,1.0,0,213600.0,20174.0,0.0,7624.0,,0.0,1.0,2.0,2.0,1.0,,,0.0,0.0,0.0,1.0,2.0,201105146,3,1,,2017.0,201105146,2013015918,2015021669,2017024793,1.0
52.0,16.0,,3.0,0,11620777.0,217184.0,600000.0,81104.0,,0.0,0.0,2.0,1.0,0.0,2.0,1.0,,0.0,,2.0,1.0,2013000657,4,1,,2017.0,.,2013000657,2015000646,2017002012,1.0
32.0,16.0,,2.0,1,954524.0,109221.75,283605.0,106221.0,,0.0,0.0,2.0,1.0,1.0,,,,1.0,,1.0,1.0,2015025333,2,1,,2017.0,.,.,2015025333,2017013864,0.0
22.0,15.0,19000.0,3.0,1,2226439.0,110175.0,70000.0,74154.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,1.0,2017024228,3,0,,2017.0,.,.,.,2017024228,0.0
51.0,16.0,60000.0,3.0,1,638973.0,130657.68,0.0,81300.0,,1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,2013004262,1,1,1.0,2017.0,.,2013004262,2015005210,2017016008,1.0
40.0,9.0,30000.0,2.0,1,551000.0,105304.0,0.0,46392.0,,1.0,1.0,2.0,3.0,1.0,,3.0,0.0,0.0,,1.0,2.0,2017003124,4,0,,2017.0,.,.,.,2017003124,0.0
