age,education,wage,hh_size,count_car,total_asset,total_income,total_debt,total_consumption,hospitalization_expenses,gender,hukou,marriage,physical_condition,work,old_age_insurance,medical_insurance,unemployment_insurance,housing_fund,poor_hh,house_type,phone_type,hhid,pline,hhead,year,returnee
48.0,12.0,,3.0,1,1151500.0,60675.0,0.0,83300.0,,1.0,1.0,2.0,1.0,,4.0,,,0.0,0.0,2.0,1.0,2019005572,2,1,2019.0,0.0
34.0,15.0,80000.0,5.0,1,7795900.0,398684.75,2800000.0,248900.0,15000.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,2019022459,1,0,2019.0,1.0
27.0,9.0,42000.0,2.0,0,71968.0,125517.5,,174700.0,17500.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,2.0,1.0,2019022402,1,1,2019.0,0.0
41.0,15.0,30000.0,1.0,1,727313.0,77522.1,145000.0,143594.0,,0.0,0.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,,1.0,1.0,2013018060,1,1,2019.0,1.0
54.0,9.0,,4.0,1,1553108.0,231422.0,200000.0,163650.0,,0.0,1.0,2.0,1.0,,,,,,0.0,2.0,1.0,2019022803,4,0,2019.0,0.0
39.0,16.0,300000.0,2.0,1,2753924.0,475700.0,38000.0,116700.0,,1.0,0.0,2.0,1.0,,4.0,1.0,1.0,0.0,,2.0,1.0,2019022864,1,1,2019.0,0.0
49.0,12.0,96000.0,3.0,3,2884200.0,351224.0,547647.0,440699.0,,1.0,1.0,2.0,1.0,,,3.0,,0.0,0.0,2.0,1.0,2015023745,1,1,2019.0,1.0
27.0,9.0,,2.0,0,313376.0,20255.0,50000.0,59045.0,2500.0,0.0,1.0,2.0,2.0,,3.0,3.0,,,0.0,3.0,1.0,2019029885,2,0,2019.0,1.0
59.0,16.0,,2.0,1,4890130.5,146217.5,0.0,140787.0,3633.0,0.0,,2.0,1.0,,2.0,1.0,0.0,0.0,,1.0,1.0,2013000989,1,1,2019.0,1.0
17.0,12.0,,3.0,0,124904.0,61742.0,170000.0,36823.0,,0.0,1.0,,2.0,,,3.0,,,0.0,1.0,1.0,2019019615,4,0,2019.0,0.0
30.0,15.0,,2.0,0,18436200.0,30000.0,550000.0,220400.0,,1.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,0.0,0.0,2.0,1.0,2019027738,1,1,2019.0,0.0
20.0,9.0,,3.0,1,2940440.8,414965.0,8000.0,431045.0,,1.0,1.0,1.0,1.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2017018228,1,0,2019.0,1.0
30.0,15.0,45600.0,2.0,0,1587045.0,143104.0,600000.0,132376.0,,0.0,0.0,2.0,1.0,,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2019002798,2,0,2019.0,1.0
16.0,0.0,,2.0,0,10730.0,3600.0,,45288.0,,1.0,,,2.0,,,3.0,,,,2.0,1.0,2019029457,2,0,2019.0,0.0
37.0,16.0,26400.0,2.0,2,2677150.0,125525.0,230000.0,288400.0,,0.0,0.0,2.0,2.0,,2.0,1.0,1.0,1.0,,1.0,1.0,2019005649,1,1,2019.0,1.0
58.0,12.0,,3.0,1,86071.0,69714.0,130000.0,133082.0,,0.0,1.0,2.0,3.0,,3.0,3.0,,,0.0,2.0,2.0,2019002236,1,0,2019.0,0.0
19.0,16.0,,3.0,1,8958285.0,300262.5,1000000.0,117150.0,,1.0,0.0,1.0,1.0,,,,,,,1.0,1.0,2019010372,4,0,2019.0,0.0
29.0,15.0,30000.0,4.0,1,1018820.0,119065.0,0.0,40508.0,,1.0,1.0,2.0,2.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2019018397,3,0,2019.0,1.0
20.0,12.0,,4.0,0,767431.0,63695.414,0.0,99600.0,,0.0,1.0,1.0,1.0,,,4.0,,,,1.0,1.0,2019013850,3,0,2019.0,0.0
49.0,9.0,,3.0,1,712762.0,60640.0,60000.0,142216.0,,0.0,1.0,2.0,2.0,,3.0,4.0,,,0.0,1.0,1.0,2019005362,2,0,2019.0,1.0
16.0,12.0,,3.0,1,1331746.0,525429.0,,126004.0,,1.0,,,1.0,,,2.0,,,,1.0,1.0,2017026149,3,0,2019.0,0.0
30.0,15.0,4500.0,5.0,0,702990.0,42229.0,100000.0,96560.0,,1.0,1.0,2.0,1.0,,,1.0,0.0,0.0,0.0,1.0,1.0,2019020160,3,0,2019.0,0.0
20.0,12.0,,4.0,1,660022.0,37568.0,0.0,71720.0,,0.0,1.0,1.0,1.0,,,3.0,,,0.0,1.0,1.0,2013026772,4,0,2019.0,0.0
16.0,9.0,,3.0,1,496900.0,82792.0,600000.0,33259.0,,0.0,1.0,,1.0,,,3.0,,,0.0,1.0,2.0,2015035286,3,0,2019.0,0.0
16.0,9.0,,3.0,0,112743.0,5470.0,0.0,51600.0,,1.0,1.0,,1.0,,3.0,3.0,,,0.0,1.0,,2013025948,23,0,2019.0,0.0
40.0,12.0,,3.0,2,6782764.0,267350.0,100000.0,250200.0,,0.0,0.0,2.0,2.0,,2.0,1.0,0.0,0.0,,2.0,1.0,2019014621,1,0,2019.0,1.0
21.0,9.0,20000.0,5.0,0,386771.0,84051.0,0.0,43850.0,,0.0,1.0,1.0,1.0,,3.0,3.0,,0.0,1.0,1.0,1.0,2019030245,4,0,2019.0,0.0
31.0,12.0,,2.0,1,2345861.0,-500000.0,550000.0,49020.0,,1.0,0.0,1.0,1.0,,,2.0,,0.0,,2.0,1.0,2013015791,21,1,2019.0,0.0
56.0,9.0,,2.0,1,154310.0,110100.0,0.0,73820.0,,0.0,0.0,2.0,1.0,,4.0,,,,,2.0,1.0,2019005194,2,0,2019.0,1.0
24.0,15.0,24000.0,5.0,1,225511.0,27069.0,0.0,45166.0,,0.0,1.0,1.0,1.0,,,3.0,,0.0,0.0,1.0,1.0,2019023306,4,0,2019.0,1.0
34.0,9.0,,3.0,0,60270.0,96499.0,0.0,65519.0,,0.0,1.0,2.0,1.0,,,3.0,,,0.0,1.0,2.0,2017013911,4,0,2019.0,1.0
53.0,12.0,34000.0,3.0,0,1195027.2,153502.5,0.0,78200.0,,0.0,0.0,2.0,1.0,,2.0,2.0,,0.0,,1.0,1.0,2015035024,1,0,2019.0,1.0
41.0,0.0,9000.0,2.0,0,21653.0,48425.0,0.0,32180.0,,0.0,1.0,2.0,1.0,1.0,3.0,3.0,,0.0,1.0,1.0,1.0,2019014376,1,0,2019.0,1.0
41.0,9.0,,3.0,1,393150.0,10405.0,0.0,37520.0,,0.0,1.0,2.0,1.0,,,4.0,,,0.0,1.0,1.0,2019029740,2,0,2019.0,1.0
32.0,19.0,100000.0,2.0,1,2876142.0,395806.0,200000.0,134400.0,,1.0,0.0,2.0,1.0,,2.0,1.0,1.0,1.0,,1.0,1.0,2015005890,2,1,2019.0,1.0
32.0,9.0,,2.0,1,172300.0,7800.0,50000.0,157900.0,,1.0,1.0,2.0,1.0,,,3.0,,0.0,0.0,1.0,1.0,2017037223,1,1,2019.0,1.0
48.0,12.0,,5.0,1,426989.0,175.0,100000.0,140112.0,,1.0,1.0,2.0,2.0,,2.0,1.0,0.0,0.0,,2.0,1.0,2019022582,2,0,2019.0,0.0
44.0,9.0,12000.0,3.0,0,332744.0,42360.0,0.0,34243.0,,0.0,1.0,2.0,1.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2019018486,2,0,2019.0,1.0
19.0,9.0,,2.0,0,650905.0,24145.0,246000.0,144038.0,,0.0,1.0,1.0,2.0,,,,,0.0,0.0,1.0,1.0,2019014006,3,0,2019.0,1.0
33.0,12.0,25200.0,2.0,0,67487.0,51643.176,12600.0,44160.0,,1.0,1.0,2.0,1.0,,2.0,1.0,1.0,0.0,,2.0,1.0,2019024951,2,0,2019.0,0.0
32.0,16.0,50000.0,2.0,0,3138800.0,549100.0,,166400.0,1000.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,,2.0,1.0,2019022567,1,1,2019.0,1.0
19.0,12.0,,3.0,1,1966313.0,74068.53,1000.0,102110.0,,1.0,0.0,1.0,1.0,,,4.0,,,,1.0,1.0,2015027588,5,0,2019.0,0.0
29.0,12.0,,2.0,1,4589958.0,187175.0,,290857.0,12000.0,0.0,1.0,2.0,1.0,0.0,4.0,2.0,,,,3.0,1.0,2019000290,1,0,2019.0,0.0
39.0,15.0,,2.0,1,7412943.0,615300.0,6670000.0,309400.0,,1.0,,2.0,1.0,,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2013020235,1,0,2019.0,1.0
52.0,9.0,24000.0,2.0,0,224568.0,74727.0,,46640.0,,0.0,0.0,2.0,2.0,1.0,5.0,4.0,,0.0,,2.0,1.0,2019004114,1,0,2019.0,1.0
47.0,12.0,,3.0,1,1471857.0,174995.0,,119930.0,,1.0,0.0,2.0,1.0,,4.0,2.0,,,,1.0,1.0,2019027974,2,1,2019.0,1.0
57.0,9.0,30000.0,8.0,1,686180.0,308582.25,100000.0,428325.0,27500.0,1.0,0.0,2.0,2.0,,2.0,3.0,1.0,1.0,0.0,1.0,1.0,2019027143,1,0,2019.0,1.0
17.0,12.0,,3.0,0,255965.0,71570.0,0.0,87581.0,,0.0,1.0,,1.0,,,3.0,,,0.0,1.0,1.0,2019013535,3,0,2019.0,0.0
56.0,12.0,,1.0,0,3672767.5,45200.35,0.0,58196.0,,0.0,1.0,2.0,1.0,,2.0,2.0,,0.0,,1.0,1.0,2019012498,2,0,2019.0,0.0
56.0,6.0,71400.0,4.0,1,2533321.0,230565.0,883640.0,175905.0,,1.0,1.0,2.0,2.0,,,3.0,,0.0,0.0,2.0,1.0,2019022123,6,0,2019.0,0.0
17.0,12.0,,3.0,0,131861.44,16435.0,0.0,24655.0,,0.0,1.0,,1.0,,,,,,0.0,3.0,1.0,2013023395,3,0,2019.0,0.0
35.0,9.0,,2.0,0,814600.0,31035.0,20000.0,27240.0,,1.0,1.0,2.0,2.0,,,,,0.0,0.0,1.0,1.0,2013016961,4,1,2019.0,1.0
20.0,16.0,,4.0,0,316568.0,39900.0,80000.0,23100.0,,1.0,1.0,1.0,1.0,,3.0,3.0,,,0.0,1.0,2.0,2015033930,3,0,2019.0,0.0
40.0,15.0,40000.0,2.0,0,355500.0,82452.0,46000.0,94900.0,,1.0,0.0,2.0,1.0,,2.0,1.0,1.0,1.0,,1.0,1.0,2019034250,2,1,2019.0,1.0
18.0,12.0,,3.0,0,129460.0,67579.0,0.0,65813.0,,0.0,1.0,1.0,2.0,,3.0,3.0,,,0.0,1.0,2.0,2015034801,33,0,2019.0,0.0
18.0,12.0,,3.0,1,3045801.0,326670.0,310000.0,129800.0,,1.0,,1.0,1.0,,,4.0,,,,1.0,1.0,2013011816,3,0,2019.0,0.0
60.0,9.0,,1.0,0,276945.0,1275.0,40000.0,16260.0,,1.0,1.0,3.0,3.0,,3.0,3.0,,,0.0,1.0,2.0,2015012192,1,1,2019.0,1.0
22.0,16.0,,3.0,0,519809.0,61347.5,16000.0,88810.0,,0.0,1.0,1.0,1.0,,,3.0,,,0.0,1.0,1.0,2013021061,3,0,2019.0,0.0
20.0,16.0,,3.0,1,1092956.0,142978.5,0.0,83586.0,,1.0,0.0,1.0,1.0,,,2.0,,,,1.0,1.0,2017039476,5,0,2019.0,0.0
57.0,9.0,,5.0,0,98265.0,26776.0,2700.0,19710.0,,1.0,1.0,2.0,1.0,,3.0,3.0,,,0.0,1.0,1.0,2019014499,1,1,2019.0,1.0
46.0,6.0,,2.0,1,916617.0,44025.75,,124992.0,,1.0,1.0,1.0,1.0,,3.0,3.0,,0.0,0.0,2.0,1.0,2017032297,2,0,2019.0,0.0
17.0,12.0,,3.0,1,1002807.0,112207.0,22500.0,167440.0,,1.0,0.0,,2.0,,,2.0,,,,1.0,1.0,2019024979,5,0,2019.0,0.0
34.0,16.0,43200.0,2.0,1,565200.0,210020.0,0.0,71944.0,15300.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2013023233,1,0,2019.0,1.0
46.0,9.0,,3.0,1,761226.0,1003.5,0.0,139615.0,,1.0,1.0,2.0,2.0,,3.0,3.0,,0.0,0.0,2.0,1.0,2017034880,1,1,2019.0,0.0
43.0,9.0,,2.0,0,236080.89,53313.0,,61652.0,,0.0,0.0,2.0,2.0,,4.0,2.0,,,,3.0,1.0,2013027497,1,0,2019.0,1.0
52.0,16.0,63000.0,3.0,2,2663132.0,301697.4,3000.0,50876.0,,0.0,0.0,2.0,1.0,,1.0,5.0,,0.0,,1.0,1.0,2019005486,2,0,2019.0,1.0
23.0,16.0,,3.0,0,2206599.0,215519.0,0.0,107800.0,,0.0,,1.0,1.0,,,4.0,,,,1.0,1.0,2013019521,4,0,2019.0,0.0
45.0,9.0,20000.0,4.0,0,190409.0,45705.75,0.0,51060.0,,0.0,1.0,2.0,2.0,,,3.0,,0.0,,1.0,1.0,2013020900,2,0,2019.0,1.0
24.0,16.0,,4.0,1,3776434.0,162700.0,,126084.0,,1.0,0.0,1.0,1.0,,,,,,,1.0,1.0,2015029359,22,0,2019.0,0.0
21.0,16.0,,3.0,0,420070.0,,,28690.0,,0.0,0.0,1.0,1.0,,,3.0,,,,1.0,1.0,2017030063,3,0,2019.0,0.0
52.0,9.0,,1.0,0,337000.0,45010.5,,39284.0,,0.0,1.0,3.0,1.0,,,3.0,,0.0,0.0,1.0,1.0,2015023677,1,1,2019.0,1.0
52.0,6.0,,4.0,0,1027085.0,81477.72,200000.0,181050.0,,0.0,1.0,2.0,3.0,0.0,3.0,3.0,,,0.0,1.0,2.0,2019026442,1,0,2019.0,0.0
16.0,12.0,,3.0,0,371173.0,75875.0,0.0,76780.0,,0.0,1.0,,1.0,,,3.0,,,0.0,1.0,1.0,2019020902,1,0,2019.0,0.0
31.0,12.0,,5.0,1,1346707.0,166910.5,145600.0,198867.0,,0.0,1.0,1.0,2.0,,,3.0,,0.0,0.0,1.0,1.0,2019025347,6,0,2019.0,0.0
21.0,16.0,,3.0,0,8089734.0,139501.75,0.0,137700.0,,1.0,1.0,1.0,2.0,,,,,,0.0,1.0,1.0,2017022236,5,0,2019.0,0.0
36.0,6.0,18000.0,6.0,0,1970779.0,333383.0,1200.0,116785.0,,0.0,1.0,2.0,1.0,,3.0,3.0,,,0.0,1.0,2.0,2015016625,33,0,2019.0,0.0
32.0,19.0,528000.0,3.0,0,10919210.0,728988.4,1.0,124732.0,,1.0,0.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,2019000765,3,0,2019.0,1.0
20.0,16.0,,3.0,0,21039.0,9949.418,0.0,53739.0,,1.0,1.0,1.0,1.0,,,3.0,,,0.0,1.0,2.0,2015030905,3,0,2019.0,0.0
49.0,9.0,18000.0,2.0,0,173600.0,47666.9,65000.0,14140.0,,0.0,1.0,2.0,1.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2017005086,2,0,2019.0,0.0
45.0,9.0,,3.0,1,393141.0,6606.0,26000.0,94390.0,,1.0,1.0,2.0,2.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2015021367,2,0,2019.0,1.0
16.0,12.0,,4.0,1,239500.0,50000.0,,189016.0,,1.0,1.0,,1.0,,,3.0,,,0.0,2.0,1.0,2019027516,5,0,2019.0,0.0
19.0,12.0,,3.0,0,215387.0,59814.0,90000.0,44688.0,,1.0,1.0,1.0,1.0,,3.0,3.0,,,0.0,1.0,,2015036037,4,0,2019.0,1.0
25.0,15.0,36000.0,3.0,0,840460.0,75970.0,0.0,41559.0,,0.0,0.0,1.0,2.0,,,2.0,,0.0,,1.0,1.0,2013025219,4,0,2019.0,1.0
19.0,9.0,,4.0,0,190282.0,81249.0,0.0,23574.0,2664.0,1.0,1.0,1.0,2.0,,,3.0,,,0.0,1.0,1.0,2019015885,4,0,2019.0,1.0
30.0,12.0,70000.0,3.0,0,181166.0,70299.65,0.0,70400.0,,1.0,1.0,2.0,1.0,,,3.0,,0.0,0.0,2.0,1.0,2017004307,2,0,2019.0,0.0
26.0,16.0,16800.0,5.0,1,1230280.0,131550.0,0.0,74864.0,5500.0,0.0,1.0,2.0,1.0,,3.0,3.0,,0.0,0.0,1.0,2.0,2019030589,5,0,2019.0,1.0
48.0,9.0,28000.0,2.0,0,8950.0,56008.75,0.0,25950.0,,1.0,1.0,2.0,1.0,1.0,,,,0.0,0.0,2.0,1.0,2019012594,1,1,2019.0,0.0
46.0,12.0,31200.0,2.0,0,276246.0,150062.3,0.0,35790.0,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,,0.0,0.0,1.0,1.0,2019023401,1,1,2019.0,1.0
35.0,9.0,60000.0,3.0,0,16600.0,60075.0,,184800.0,,1.0,1.0,2.0,1.0,,,3.0,,0.0,0.0,2.0,1.0,2019032327,2,0,2019.0,0.0
22.0,16.0,1260.0,3.0,0,178630.5,27273.5,0.0,76700.0,,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2017027810,1,0,2019.0,0.0
36.0,16.0,300000.0,2.0,0,8954539.0,936350.0,745517.0,329188.0,,1.0,0.0,2.0,1.0,,2.0,1.0,1.0,0.0,,1.0,1.0,2019011978,2,0,2019.0,1.0
44.0,,20000.0,3.0,1,818455.0,86567.0,0.0,266400.0,,0.0,1.0,2.0,2.0,,2.0,2.0,1.0,0.0,0.0,1.0,1.0,2019020021,2,0,2019.0,1.0
21.0,16.0,,2.0,0,1518560.0,36506.0,360000.0,74420.0,,0.0,1.0,1.0,1.0,,,5.0,,,,1.0,1.0,2017003211,1,0,2019.0,0.0
30.0,16.0,60000.0,2.0,1,1330000.0,73853.5,150000.0,129510.0,,1.0,1.0,2.0,1.0,,,3.0,,0.0,0.0,1.0,1.0,2019028045,2,1,2019.0,0.0
54.0,0.0,,2.0,0,157649.0,5392.0,0.0,69285.0,,0.0,1.0,2.0,1.0,,,3.0,,,0.0,1.0,2.0,2013019538,31,0,2019.0,0.0
51.0,12.0,,3.0,1,841444.0,101248.0,20000.0,129062.0,,1.0,0.0,2.0,2.0,0.0,,2.0,,,,1.0,1.0,2019013321,1,1,2019.0,1.0
52.0,,,3.0,0,884165.0,73786.0,520000.0,59350.0,,1.0,1.0,2.0,2.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2019018299,2,0,2019.0,0.0
17.0,12.0,,4.0,0,2952374.0,223151.5,20000.0,168200.0,,1.0,1.0,,1.0,,,3.0,,,0.0,1.0,1.0,2019020298,4,0,2019.0,0.0
28.0,15.0,24000.0,3.0,0,327759.0,49446.0,0.0,131616.0,,0.0,0.0,1.0,1.0,,,1.0,0.0,0.0,0.0,2.0,1.0,2019024850,3,0,2019.0,1.0
29.0,15.0,,4.0,0,1230450.0,98645.0,0.0,25520.0,,0.0,1.0,2.0,1.0,,,3.0,,,0.0,1.0,1.0,2019002343,1,0,2019.0,1.0
20.0,15.0,,3.0,1,965029.0,92079.0,0.0,39664.0,,1.0,0.0,1.0,1.0,,,,,,,1.0,1.0,2017031379,3,0,2019.0,0.0
57.0,0.0,20000.0,2.0,0,406301.0,93703.5,0.0,29640.0,,0.0,1.0,2.0,2.0,,1.0,3.0,,0.0,0.0,3.0,1.0,2019027819,1,0,2019.0,0.0
38.0,12.0,42000.0,2.0,1,638510.0,42810.0,,114380.0,,0.0,0.0,2.0,1.0,,5.0,,,0.0,0.0,2.0,1.0,2015030381,1,0,2019.0,1.0
29.0,6.0,,2.0,0,112964.0,14314.0,50000.0,69980.0,,0.0,1.0,2.0,1.0,,3.0,3.0,,,0.0,1.0,1.0,2019026122,2,0,2019.0,1.0
59.0,15.0,80000.0,4.0,0,1707722.0,297382.75,170000.0,175494.0,50000.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,,1.0,1.0,2013024389,2,0,2019.0,0.0
16.0,12.0,,3.0,0,425515.0,71228.0,,91500.0,,0.0,0.0,,1.0,,,,,,,1.0,1.0,2019005567,3,0,2019.0,0.0
30.0,23.0,20000.0,2.0,0,6303797.0,280035.0,2000000.0,147200.0,,1.0,0.0,2.0,1.0,,2.0,1.0,1.0,1.0,,2.0,1.0,2019011974,1,1,2019.0,0.0
28.0,16.0,50000.0,2.0,0,1125500.0,140435.0,430001.0,81440.0,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2019032430,1,1,2019.0,0.0
35.0,9.0,22000.0,2.0,0,158096.0,104618.0,0.0,140195.0,,0.0,1.0,2.0,3.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2015027104,22,0,2019.0,1.0
21.0,15.0,24000.0,4.0,0,675873.0,404747.0,310000.0,162497.0,,1.0,1.0,1.0,1.0,,,3.0,,0.0,0.0,2.0,1.0,2013026569,5,0,2019.0,1.0
16.0,9.0,,2.0,0,585639.0,14857.0,0.0,41384.0,,0.0,1.0,,3.0,,,3.0,,,0.0,1.0,1.0,2019020364,2,0,2019.0,0.0
18.0,12.0,,3.0,1,977880.0,80775.0,0.0,51020.0,,0.0,1.0,1.0,1.0,,,3.0,,,0.0,1.0,1.0,2019004313,3,0,2019.0,0.0
56.0,6.0,,2.0,0,115500.0,182780.0,8000.0,78344.0,8000.0,0.0,1.0,2.0,3.0,,3.0,3.0,,,0.0,1.0,2.0,2019020149,32,0,2019.0,1.0
16.0,12.0,,4.0,0,101913.0,7873.0,2331.0,124140.0,,0.0,1.0,,1.0,,,3.0,,,0.0,1.0,1.0,2019019932,6,0,2019.0,0.0
28.0,15.0,3000.0,3.0,0,315000.0,47222.0,45000.0,93700.0,,0.0,1.0,1.0,1.0,,,4.0,,0.0,0.0,2.0,1.0,2019005237,1,0,2019.0,0.0
21.0,16.0,,3.0,0,64125.0,21496.0,0.0,29840.0,,0.0,1.0,1.0,3.0,,,3.0,,,0.0,1.0,1.0,2013027804,3,0,2019.0,0.0
37.0,12.0,,1.0,0,3836725.0,35520.0,0.0,85725.0,,1.0,0.0,3.0,2.0,,,,,0.0,,3.0,1.0,2017038013,1,0,2019.0,1.0
54.0,6.0,,4.0,0,291337.0,76095.75,0.0,56110.0,,1.0,1.0,2.0,2.0,,3.0,3.0,,,1.0,1.0,2.0,2015025971,1,1,2019.0,1.0
24.0,12.0,14500.0,3.0,0,319237.0,23256.5,40000.0,30220.0,,1.0,1.0,1.0,1.0,,3.0,3.0,,0.0,0.0,1.0,2.0,2015033914,4,0,2019.0,1.0
24.0,19.0,,4.0,0,305113.0,32100.0,40000.0,71662.0,,0.0,1.0,1.0,1.0,,3.0,3.0,,,0.0,1.0,2.0,2019020252,3,0,2019.0,0.0
45.0,,,4.0,0,622745.0,73500.0,0.0,63317.0,8917.0,0.0,1.0,2.0,3.0,,,3.0,,,0.0,1.0,1.0,2019028341,3,0,2019.0,1.0
48.0,12.0,,4.0,1,283799.0,66167.0,0.0,216989.0,,0.0,1.0,2.0,2.0,,5.0,,,,0.0,1.0,2.0,2019007235,4,0,2019.0,1.0
47.0,9.0,,4.0,0,522480.0,36212.0,370270.0,99535.0,,1.0,1.0,2.0,1.0,,3.0,,,,1.0,1.0,1.0,2013028101,2,1,2019.0,1.0
56.0,6.0,,2.0,0,108516.0,39213.0,0.0,28216.0,,0.0,1.0,2.0,1.0,,3.0,3.0,,,0.0,1.0,2.0,2019015829,1,0,2019.0,1.0
47.0,6.0,,3.0,0,390800.0,85008.75,,105430.0,,0.0,1.0,2.0,1.0,,4.0,2.0,,0.0,0.0,2.0,1.0,2019022433,2,0,2019.0,0.0
17.0,12.0,,2.0,0,5101.0,6360.0,600.0,8118.0,,1.0,1.0,,1.0,,,,,,1.0,1.0,1.0,2019025833,3,0,2019.0,0.0
32.0,9.0,6000.0,3.0,0,2431556.0,47667.5,0.0,29760.0,,0.0,1.0,1.0,2.0,,,3.0,,0.0,0.0,1.0,1.0,2019016713,3,0,2019.0,1.0
22.0,19.0,,4.0,0,675873.0,404747.0,310000.0,162497.0,,0.0,1.0,1.0,1.0,,,3.0,,,0.0,2.0,1.0,2013026569,4,0,2019.0,0.0
50.0,6.0,64000.0,3.0,0,65558.0,144158.75,1700.0,103856.0,,1.0,1.0,2.0,1.0,1.0,,,,0.0,0.0,2.0,1.0,2019022851,1,1,2019.0,0.0
34.0,16.0,66000.0,2.0,2,5872177.5,259000.0,0.0,105528.0,,0.0,0.0,2.0,1.0,,2.0,1.0,1.0,1.0,,1.0,1.0,2019001449,2,0,2019.0,1.0
23.0,16.0,72000.0,1.0,0,808725.0,75000.0,250000.0,69572.0,,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,1.0,2019022672,1,1,2019.0,0.0
18.0,12.0,,4.0,0,221672.0,62000.6,0.0,49424.0,,1.0,1.0,1.0,2.0,,,,,,0.0,1.0,1.0,2019024322,3,0,2019.0,0.0
37.0,15.0,,2.0,1,770501.0,110258.25,0.0,130881.0,,1.0,1.0,2.0,2.0,,2.0,2.0,,1.0,0.0,1.0,2.0,2013012650,21,0,2019.0,1.0
36.0,9.0,,2.0,1,951476.0,55524.0,70000.0,308425.0,,0.0,1.0,2.0,1.0,,5.0,,,0.0,0.0,1.0,2.0,2015004624,3,0,2019.0,1.0
35.0,9.0,,1.0,0,862979.0,-23500.0,0.0,18422.0,,1.0,0.0,1.0,1.0,,,3.0,,,0.0,1.0,2.0,2019025394,2,0,2019.0,1.0
17.0,12.0,,3.0,0,564418.0,6800.0,163400.0,43740.0,,1.0,1.0,,3.0,,,3.0,,,0.0,1.0,1.0,2019018079,3,0,2019.0,0.0
20.0,16.0,,4.0,0,724260.0,144090.75,35000.0,109480.0,,1.0,0.0,1.0,1.0,,,2.0,,,,1.0,1.0,2013027769,4,0,2019.0,0.0
38.0,9.0,,2.0,0,765500.0,37867.0,0.0,39326.0,,1.0,1.0,2.0,1.0,0.0,,3.0,,,0.0,1.0,1.0,2013002507,3,0,2019.0,1.0
48.0,9.0,100000.0,4.0,1,1056655.0,129167.5,90000.0,159047.0,,1.0,1.0,2.0,1.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2013012281,2,1,2019.0,1.0
28.0,16.0,26400.0,3.0,1,1196766.6,93002.0,30000.0,100194.0,,1.0,0.0,1.0,1.0,,2.0,1.0,1.0,1.0,,1.0,1.0,2019032269,3,0,2019.0,1.0
39.0,9.0,,2.0,1,877900.0,142521.0,0.0,155600.0,,0.0,1.0,2.0,1.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2017035051,2,0,2019.0,1.0
58.0,12.0,60000.0,3.0,0,8693774.0,317256.0,921108.0,139140.0,,1.0,,2.0,1.0,,4.0,2.0,,1.0,,1.0,1.0,2015010889,2,1,2019.0,1.0
17.0,15.0,,4.0,0,559059.0,68166.0,0.0,59105.0,,0.0,0.0,,2.0,,,2.0,,,0.0,1.0,1.0,2019016362,1,0,2019.0,0.0
35.0,12.0,,2.0,1,1138957.0,86870.0,110000.0,75598.0,,1.0,1.0,2.0,1.0,,1.0,3.0,,0.0,0.0,1.0,1.0,2015004563,1,0,2019.0,1.0
29.0,15.0,30000.0,2.0,1,1664659.2,226884.25,500000.0,59300.0,,1.0,0.0,2.0,2.0,1.0,4.0,3.0,,0.0,,1.0,1.0,2013015968,1,1,2019.0,1.0
23.0,12.0,30000.0,6.0,1,2031073.0,159525.34,38000.0,41420.0,,0.0,0.0,1.0,1.0,,,4.0,,0.0,,1.0,1.0,2019025435,6,0,2019.0,1.0
46.0,12.0,36000.0,3.0,0,2766566.0,180607.1,,75070.0,,1.0,0.0,2.0,1.0,,1.0,5.0,,0.0,,1.0,1.0,2015025899,5,0,2019.0,1.0
28.0,16.0,72000.0,2.0,0,2038618.0,136232.5,790000.0,58934.0,,0.0,1.0,1.0,1.0,,,3.0,,0.0,0.0,1.0,1.0,2013017647,3,0,2019.0,0.0
