age,education,wage,hh_size,count_car,total_asset,total_income,total_debt,total_consumption,hospitalization_expenses,gender,hukou,marriage,physical_condition,work,old_age_insurance,medical_insurance,unemployment_insurance,housing_fund,poor_hh,house_type,phone_type,hhid,pline,hhead,year,returnee
39.0,9.0,12480.0,2.0,1,81499.0,75092.0,6413.0,66030.0,,1.0,1.0,2.0,2.0,,,3.0,,0.0,0.0,1.0,2.0,2019007653,3,1,2019.0,1.0
40.0,12.0,21600.0,1.0,0,350104.9,65050.0,0.0,85981.0,3000.0,1.0,0.0,3.0,1.0,,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2013002513,31,0,2019.0,1.0
57.0,9.0,,3.0,0,226574.0,-1430.0,20000.0,25527.0,,1.0,0.0,2.0,3.0,,4.0,4.0,,,,1.0,1.0,2019018757,1,1,2019.0,0.0
24.0,9.0,15000.0,3.0,0,207333.0,28261.0,0.0,85980.0,,1.0,,2.0,1.0,,,,,,0.0,1.0,2.0,2019028976,3,0,2019.0,1.0
19.0,12.0,,3.0,1,4773159.0,488598.0,0.0,104468.0,,0.0,0.0,1.0,2.0,,,2.0,,,,1.0,1.0,2019012038,6,0,2019.0,0.0
33.0,19.0,102000.0,2.0,0,2591976.0,371800.0,780000.0,195200.0,,1.0,0.0,2.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,2017012792,2,1,2019.0,1.0
22.0,12.0,42000.0,2.0,0,549810.0,94500.35,0.0,72063.0,,1.0,1.0,1.0,2.0,,,3.0,,0.0,0.0,1.0,1.0,2019015181,2,0,2019.0,0.0
33.0,16.0,,3.0,0,206444.0,98064.0,6000.0,47543.0,,1.0,1.0,1.0,1.0,,,1.0,,1.0,0.0,1.0,1.0,2013005017,4,0,2019.0,1.0
32.0,12.0,10000.0,2.0,0,49370.0,39880.25,400000.0,68082.0,,1.0,1.0,2.0,1.0,,3.0,3.0,,0.0,0.0,2.0,1.0,2013025329,32,1,2019.0,0.0
41.0,9.0,,3.0,1,7773923.0,359100.0,0.0,160004.0,,0.0,1.0,2.0,1.0,,4.0,2.0,,0.0,,1.0,1.0,2019013789,2,0,2019.0,1.0
56.0,6.0,50000.0,3.0,1,662520.0,77160.5,234000.0,119769.0,,1.0,0.0,2.0,2.0,,5.0,1.0,0.0,0.0,,1.0,1.0,2015007237,1,1,2019.0,1.0
21.0,16.0,,3.0,2,2064540.0,12006.346,0.0,386777.0,,0.0,1.0,1.0,1.0,,,3.0,,,0.0,1.0,1.0,2017036787,2,0,2019.0,0.0
28.0,6.0,25000.0,4.0,0,68080.0,71235.0,0.0,35793.0,,1.0,1.0,2.0,1.0,,,3.0,,0.0,0.0,1.0,1.0,2017009231,3,0,2019.0,1.0
20.0,16.0,,3.0,0,2572540.0,148225.0,0.0,68400.0,,1.0,0.0,1.0,1.0,,,2.0,,,,1.0,1.0,2019009939,4,0,2019.0,0.0
43.0,6.0,,3.0,0,333120.0,4160.0,0.0,81047.0,2417.0,1.0,1.0,2.0,1.0,,5.0,3.0,,,0.0,1.0,1.0,2019029792,1,1,2019.0,1.0
50.0,6.0,30000.0,2.0,0,105760.0,66010.25,0.0,34980.0,,1.0,1.0,2.0,2.0,,5.0,4.0,,0.0,,1.0,1.0,2019021759,2,1,2019.0,1.0
20.0,16.0,,3.0,0,348845.0,19623.875,35000.0,94196.0,,1.0,1.0,1.0,2.0,,,3.0,,,0.0,1.0,1.0,2019004164,3,0,2019.0,0.0
22.0,15.0,,4.0,0,110995.0,38254.0,0.0,50206.0,,0.0,0.0,1.0,1.0,,,3.0,,,0.0,1.0,1.0,2019033920,3,0,2019.0,0.0
32.0,15.0,50000.0,2.0,1,351300.0,115370.0,500.0,935000.0,,1.0,1.0,2.0,1.0,,2.0,1.0,1.0,0.0,0.0,2.0,1.0,2019014811,2,1,2019.0,0.0
44.0,6.0,,3.0,0,124070.0,10077.7,53500.0,31437.0,,0.0,1.0,2.0,2.0,,5.0,3.0,,,0.0,1.0,1.0,2019029396,2,0,2019.0,1.0
60.0,0.0,30000.0,3.0,1,734259.0,89384.0,30000.0,110818.0,,1.0,1.0,2.0,3.0,,5.0,3.0,,0.0,0.0,1.0,2.0,2019019935,2,1,2019.0,1.0
47.0,6.0,6000.0,2.0,0,306933.0,11035.0,13319.0,63505.0,,1.0,1.0,2.0,1.0,,5.0,4.0,,,0.0,1.0,2.0,2017010341,6,0,2019.0,1.0
56.0,,23400.0,5.0,0,285000.0,94833.0,75000.0,88051.0,,1.0,1.0,2.0,2.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2019021356,3,1,2019.0,0.0
21.0,16.0,,3.0,1,9345870.0,115017.5,0.0,137072.0,,0.0,1.0,1.0,2.0,,,,,,,1.0,1.0,2013001103,3,0,2019.0,0.0
18.0,16.0,,3.0,0,1739989.0,446999.5,0.0,173300.0,,0.0,0.0,1.0,1.0,,,2.0,,,,1.0,1.0,2019026967,3,0,2019.0,0.0
25.0,16.0,55000.0,4.0,1,702547.0,161725.47,75000.0,158036.0,,1.0,0.0,2.0,1.0,,2.0,1.0,0.0,,,1.0,1.0,2015012631,3,0,2019.0,1.0
22.0,9.0,,3.0,0,243797.0,25435.0,205000.0,30360.0,,0.0,1.0,2.0,1.0,,,3.0,,,0.0,1.0,2.0,2015018019,31,0,2019.0,0.0
21.0,16.0,,3.0,0,1294651.5,96849.0,,166330.0,,0.0,,1.0,2.0,,,2.0,,,,1.0,1.0,2019008089,3,0,2019.0,0.0
38.0,6.0,10000.0,4.0,0,318276.0,35517.0,32000.0,43976.0,,1.0,1.0,2.0,1.0,,3.0,3.0,,0.0,0.0,1.0,2.0,2019021242,3,0,2019.0,1.0
57.0,9.0,15750.0,2.0,0,341222.0,27790.0,30000.0,47315.0,,1.0,0.0,2.0,3.0,,6.0,3.0,,0.0,0.0,1.0,1.0,2019028536,1,1,2019.0,1.0
36.0,9.0,,4.0,0,722755.0,40956.0,100000.0,124410.0,130000.0,0.0,1.0,2.0,3.0,,3.0,3.0,,,0.0,1.0,2.0,2015016199,2,0,2019.0,1.0
24.0,16.0,,3.0,1,316780.0,21079.0,5000.0,77000.0,,1.0,1.0,1.0,1.0,,,3.0,,,0.0,1.0,1.0,2017001204,1,0,2019.0,0.0
48.0,9.0,36000.0,4.0,0,76514.0,135750.0,0.0,52985.0,,1.0,1.0,2.0,1.0,,,3.0,,0.0,0.0,1.0,1.0,2013021683,4,1,2019.0,1.0
53.0,9.0,5500.0,3.0,0,124950.0,22053.5,0.0,27100.0,,1.0,1.0,2.0,2.0,,,3.0,,0.0,0.0,1.0,1.0,2019024575,2,1,2019.0,1.0
27.0,16.0,42000.0,1.0,1,786863.0,45857.0,,58246.0,,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2019025648,1,1,2019.0,1.0
46.0,9.0,,3.0,0,233170.0,80600.0,0.0,21280.0,,0.0,1.0,2.0,2.0,,3.0,,,,0.0,1.0,1.0,2013005765,3,0,2019.0,1.0
36.0,6.0,,3.0,1,709191.0,24239.0,0.0,261608.0,,0.0,1.0,2.0,3.0,,3.0,3.0,,,0.0,1.0,2.0,2019029439,4,0,2019.0,1.0
50.0,9.0,23000.0,2.0,1,92833.0,97972.0,0.0,36232.0,,0.0,1.0,2.0,1.0,,2.0,3.0,0.0,0.0,0.0,3.0,1.0,2015030376,1,1,2019.0,1.0
45.0,12.0,,3.0,1,2595100.0,151200.0,0.0,80748.0,,1.0,0.0,2.0,1.0,,4.0,4.0,,0.0,,1.0,1.0,2013007709,1,1,2019.0,1.0
18.0,12.0,,3.0,1,298396.0,64495.0,0.0,44240.0,,1.0,1.0,1.0,1.0,,3.0,3.0,,,0.0,1.0,1.0,2013025318,3,0,2019.0,0.0
18.0,15.0,,3.0,1,946133.0,186212.5,0.0,61566.0,,1.0,1.0,1.0,1.0,,,3.0,,,0.0,2.0,1.0,2019018636,1,0,2019.0,0.0
25.0,12.0,54000.0,4.0,1,451884.0,147688.0,,157620.0,,1.0,1.0,1.0,2.0,,,1.0,0.0,1.0,1.0,2.0,1.0,2019022748,1,0,2019.0,0.0
25.0,12.0,,6.0,1,1029350.0,61070.0,400000.0,182040.0,3000.0,0.0,1.0,2.0,2.0,,4.0,2.0,,0.0,0.0,1.0,1.0,2019033403,3,0,2019.0,1.0
20.0,15.0,,2.0,0,860.0,17705.0,,8906.0,,0.0,0.0,1.0,1.0,,,2.0,,0.0,,2.0,1.0,2015029124,2,0,2019.0,0.0
16.0,12.0,,3.0,1,1057710.0,60000.0,0.0,203013.0,,1.0,0.0,,1.0,,,2.0,,,,1.0,1.0,2019025667,3,0,2019.0,0.0
16.0,12.0,,4.0,0,59711.0,-27465.0,0.0,54950.0,,1.0,1.0,,1.0,,,3.0,,,0.0,1.0,1.0,2017022397,3,0,2019.0,0.0
22.0,16.0,,4.0,0,1506617.0,6660.0,127000.0,50785.0,,0.0,1.0,1.0,2.0,,,3.0,,,0.0,1.0,1.0,2019030410,4,0,2019.0,0.0
32.0,6.0,3500.0,1.0,0,3800.0,10796.0,,16980.0,,1.0,1.0,1.0,3.0,,,,,0.0,0.0,3.0,2.0,2019008230,2,0,2019.0,0.0
32.0,15.0,66000.0,4.0,1,1553108.0,231422.0,200000.0,163650.0,,1.0,1.0,2.0,1.0,,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2019022803,2,0,2019.0,0.0
23.0,16.0,,5.0,0,1901863.0,127576.5,0.0,114824.0,,1.0,1.0,1.0,1.0,,5.0,3.0,,,0.0,1.0,1.0,2019025144,6,0,2019.0,0.0
26.0,16.0,38000.0,5.0,1,2283600.0,107755.0,628000.0,415000.0,,0.0,0.0,1.0,2.0,,2.0,2.0,,0.0,0.0,1.0,1.0,2019015539,4,0,2019.0,1.0
57.0,9.0,20400.0,4.0,0,80930.0,31237.0,70000.0,72548.0,,1.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2019025675,1,1,2019.0,1.0
32.0,9.0,60000.0,3.0,0,713766.0,233522.0,0.0,42296.0,,1.0,1.0,1.0,1.0,,5.0,4.0,,0.0,0.0,1.0,1.0,2019021752,3,0,2019.0,0.0
28.0,15.0,,2.0,1,1238380.0,110100.0,50000.0,84558.0,,0.0,1.0,2.0,1.0,,,3.0,,,0.0,1.0,1.0,2019012678,1,0,2019.0,1.0
20.0,15.0,,5.0,0,93601.0,6200.0,0.0,67925.0,,0.0,1.0,1.0,1.0,,,3.0,,,0.0,1.0,1.0,2013004712,4,0,2019.0,0.0
17.0,9.0,,5.0,0,78969.0,9767.0,140000.0,40852.0,,1.0,1.0,,2.0,,,,,,0.0,1.0,1.0,2019025352,4,0,2019.0,0.0
30.0,9.0,35000.0,2.0,1,673130.0,142727.0,464000.0,148800.0,,1.0,1.0,2.0,2.0,,,3.0,,0.0,0.0,1.0,1.0,2013004538,1,1,2019.0,1.0
49.0,6.0,50000.0,3.0,0,1096431.0,146357.5,332000.0,19700.0,,0.0,1.0,2.0,2.0,,,4.0,,0.0,0.0,1.0,1.0,2019015880,2,0,2019.0,1.0
34.0,9.0,,2.0,1,1074500.0,61228.0,0.0,72500.0,,0.0,1.0,2.0,1.0,,3.0,3.0,,,0.0,1.0,1.0,2015007376,2,0,2019.0,0.0
53.0,9.0,,4.0,1,201576.0,50105.0,0.0,131334.0,,0.0,1.0,2.0,1.0,,3.0,3.0,,0.0,0.0,2.0,1.0,2019001593,5,0,2019.0,0.0
37.0,9.0,,2.0,1,446635.0,10.5,,90742.0,,1.0,1.0,2.0,1.0,1.0,3.0,4.0,,0.0,0.0,1.0,1.0,2019005158,1,1,2019.0,0.0
18.0,12.0,,2.0,0,30675.0,9480.0,6000.0,63267.0,,1.0,1.0,1.0,2.0,,,3.0,,,0.0,1.0,2.0,2019029043,3,0,2019.0,0.0
48.0,12.0,27600.0,2.0,0,521561.2,74583.0,0.0,27500.0,,1.0,1.0,2.0,1.0,,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2019022170,1,0,2019.0,1.0
25.0,15.0,20000.0,1.0,0,18875.0,60778.9,20000.0,42140.0,,1.0,1.0,1.0,2.0,,3.0,3.0,,0.0,0.0,1.0,2.0,2017000807,3,0,2019.0,1.0
31.0,9.0,8000.0,3.0,0,53700.0,42356.0,5200.0,73730.0,,0.0,1.0,2.0,2.0,,,3.0,,0.0,1.0,1.0,2.0,2019002661,4,0,2019.0,1.0
45.0,9.0,,2.0,0,1763444.0,1350.0,20000.0,119500.0,,0.0,0.0,2.0,2.0,,2.0,1.0,1.0,0.0,0.0,2.0,1.0,2019022395,2,0,2019.0,0.0
54.0,6.0,,2.0,1,1150009.0,171382.5,,186229.0,170000.0,0.0,1.0,2.0,3.0,,,3.0,,,0.0,2.0,1.0,2013011646,2,0,2019.0,1.0
23.0,9.0,48000.0,4.0,0,441994.0,80625.5,300000.0,82904.0,,1.0,1.0,1.0,2.0,,,3.0,,0.0,0.0,2.0,2.0,2019022783,4,0,2019.0,0.0
22.0,9.0,7500.0,4.0,1,183074.0,14763.0,0.0,148742.0,,1.0,1.0,1.0,1.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2019018729,3,0,2019.0,1.0
19.0,12.0,,2.0,0,213850.0,16545.0,60000.0,25180.0,,0.0,1.0,1.0,1.0,,,3.0,,,1.0,1.0,2.0,2013021944,32,0,2019.0,0.0
17.0,9.0,,3.0,0,164800.0,635687.0,0.0,50990.0,,0.0,1.0,,1.0,,,3.0,,,0.0,3.0,1.0,2013014988,5,0,2019.0,0.0
33.0,9.0,,3.0,1,404349.0,52701.0,0.0,82316.0,,0.0,0.0,2.0,1.0,,,2.0,,0.0,,1.0,2.0,2015030334,4,0,2019.0,0.0
24.0,9.0,,4.0,0,354494.0,58593.75,0.0,50681.0,,1.0,1.0,1.0,1.0,,,4.0,,0.0,1.0,1.0,1.0,2019025867,6,0,2019.0,0.0
29.0,16.0,,2.0,0,43089.0,78445.0,0.0,54870.0,,0.0,1.0,2.0,1.0,0.0,,3.0,,,0.0,2.0,1.0,2019017812,1,0,2019.0,0.0
18.0,12.0,,5.0,0,282415.0,10554.0,112900.0,75571.0,,0.0,1.0,1.0,1.0,,,3.0,,,1.0,1.0,2.0,2017005532,5,0,2019.0,0.0
19.0,12.0,,3.0,0,194500.0,30270.0,0.0,68250.0,,1.0,1.0,1.0,1.0,,,,,,0.0,1.0,1.0,2015025873,21,0,2019.0,0.0
18.0,15.0,7000.0,3.0,0,357407.0,76900.81,0.0,60940.0,,0.0,0.0,1.0,1.0,0.0,,2.0,,0.0,,1.0,1.0,2013019748,7,0,2019.0,0.0
18.0,12.0,,2.0,1,1423910.0,136133.84,,140100.0,,1.0,0.0,1.0,2.0,,,2.0,,,,1.0,1.0,2019030161,1,0,2019.0,0.0
18.0,12.0,,3.0,0,150668.0,80765.0,300000.0,45260.0,,1.0,1.0,1.0,1.0,,,3.0,,,0.0,1.0,1.0,2017021048,3,0,2019.0,0.0
20.0,15.0,10000.0,3.0,0,7143076.0,93078.0,640000.0,113083.0,,1.0,0.0,1.0,2.0,,,2.0,,0.0,,1.0,1.0,2017025150,32,0,2019.0,0.0
34.0,16.0,16000.0,2.0,1,1153476.0,106935.0,133000.0,89800.0,,1.0,0.0,2.0,1.0,,2.0,1.0,1.0,0.0,,1.0,1.0,2015023790,1,1,2019.0,1.0
46.0,0.0,36000.0,2.0,0,265390.0,37265.25,,28179.0,,0.0,1.0,2.0,3.0,,,,,0.0,0.0,1.0,2.0,2013014073,1,0,2019.0,0.0
57.0,6.0,,2.0,0,108015.0,50776.0,800.0,28380.0,,0.0,1.0,2.0,1.0,,,3.0,,,0.0,1.0,1.0,2019020155,32,0,2019.0,0.0
18.0,12.0,,3.0,0,367337.0,99548.0,38500.0,59220.0,,0.0,1.0,1.0,1.0,,,3.0,,,0.0,1.0,1.0,2017016437,4,0,2019.0,0.0
17.0,12.0,,3.0,0,20446.0,30160.0,,91677.0,,0.0,1.0,,1.0,,,3.0,,,0.0,2.0,1.0,2013018433,4,0,2019.0,0.0
58.0,12.0,,5.0,0,306600.0,62035.0,9000.0,201304.0,,1.0,0.0,2.0,2.0,,4.0,2.0,,0.0,,1.0,1.0,2019024319,2,0,2019.0,1.0
39.0,6.0,13000.0,3.0,0,105091.0,52805.0,40000.0,81864.0,,1.0,1.0,2.0,3.0,,,,,0.0,0.0,2.0,1.0,2015009728,21,1,2019.0,0.0
50.0,9.0,100000.0,3.0,0,1633015.0,129037.914,500000.0,66200.0,,1.0,1.0,2.0,1.0,,3.0,3.0,,0.0,0.0,2.0,1.0,2019029500,2,1,2019.0,1.0
17.0,9.0,,3.0,1,11656721.0,231826.0,,229267.0,,1.0,,,1.0,,,2.0,,,,1.0,1.0,2017005251,3,0,2019.0,0.0
31.0,15.0,20000.0,2.0,1,356619.0,193852.5,20000.0,143387.0,,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2019001024,1,0,2019.0,0.0
19.0,15.0,,3.0,0,663413.0,101100.0,0.0,72150.0,,1.0,0.0,1.0,1.0,,,2.0,,,,1.0,1.0,2019005614,3,0,2019.0,0.0
58.0,9.0,,4.0,1,1469500.0,65850.0,0.0,177000.0,,1.0,1.0,2.0,2.0,,,,,,0.0,1.0,1.0,2019024321,6,1,2019.0,1.0
32.0,12.0,,3.0,0,848350.0,201.75,330000.0,81250.0,,1.0,1.0,3.0,1.0,,,3.0,,0.0,,1.0,1.0,2017007294,32,0,2019.0,1.0
26.0,15.0,,4.0,1,9938744.0,313305.0,650000.0,168225.0,4000.0,0.0,1.0,2.0,1.0,,,,,,0.0,1.0,1.0,2015011209,21,0,2019.0,0.0
37.0,9.0,,3.0,1,460835.0,130046.0,0.0,56010.0,11629.0,1.0,1.0,2.0,3.0,,6.0,3.0,,0.0,0.0,1.0,1.0,2017004908,31,1,2019.0,1.0
29.0,12.0,,2.0,0,1909511.2,114619.0,0.0,116220.0,,0.0,1.0,3.0,1.0,,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2015014296,31,0,2019.0,1.0
24.0,15.0,36000.0,2.0,1,1345904.0,189118.0,,119064.0,,0.0,0.0,1.0,1.0,,2.0,1.0,1.0,1.0,,1.0,1.0,2019017949,2,0,2019.0,0.0
36.0,19.0,200000.0,2.0,1,9237243.0,627700.0,1501000.0,538400.0,,1.0,0.0,2.0,1.0,,2.0,1.0,1.0,1.0,,3.0,1.0,2019022691,1,1,2019.0,1.0
18.0,12.0,,4.0,0,79366.0,22655.5,70000.0,39239.0,,0.0,1.0,1.0,2.0,,,,,,0.0,1.0,1.0,2013002779,31,0,2019.0,0.0
42.0,6.0,7200.0,2.0,0,40977.0,48355.0,0.0,76216.0,30000.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,2.0,1.0,2019001545,1,1,2019.0,0.0
32.0,12.0,60000.0,2.0,0,2180100.0,103360.0,1151000.0,85800.0,,1.0,1.0,2.0,1.0,,,3.0,,0.0,0.0,2.0,1.0,2019017946,2,1,2019.0,0.0
39.0,12.0,40000.0,2.0,1,1988400.0,84645.0,0.0,179370.0,,1.0,1.0,2.0,2.0,,3.0,,,0.0,0.0,1.0,1.0,2019013125,1,1,2019.0,1.0
44.0,6.0,20000.0,4.0,0,703318.0,46840.0,10000.0,44375.0,,0.0,1.0,2.0,2.0,,3.0,3.0,,0.0,1.0,1.0,2.0,2019029544,3,0,2019.0,0.0
26.0,15.0,,4.0,0,1993600.0,243563.0,326622.0,189840.0,,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2019013477,4,0,2019.0,0.0
30.0,9.0,,2.0,1,457800.0,66614.0,0.0,43900.0,,1.0,1.0,2.0,1.0,,,3.0,,0.0,0.0,2.0,1.0,2019007612,1,1,2019.0,1.0
27.0,16.0,240000.0,2.0,0,352173.0,610807.0,7000.0,118468.0,,1.0,0.0,2.0,1.0,,2.0,1.0,0.0,1.0,,3.0,1.0,2019022554,1,1,2019.0,1.0
20.0,16.0,,3.0,0,194910.0,24668.0,6000.0,56675.0,,0.0,1.0,1.0,1.0,,,3.0,,,0.0,1.0,1.0,2019029434,3,0,2019.0,0.0
37.0,12.0,,4.0,1,647574.0,84847.5,50000.0,97232.0,,1.0,1.0,2.0,1.0,,2.0,1.0,1.0,,0.0,1.0,1.0,2013021378,31,0,2019.0,1.0
27.0,15.0,,4.0,0,315976.0,96447.0,0.0,52750.0,,0.0,1.0,1.0,1.0,,,3.0,,,0.0,1.0,1.0,2015003544,32,0,2019.0,0.0
17.0,9.0,,4.0,0,238606.0,112188.0,0.0,23505.0,,1.0,1.0,,1.0,,,3.0,,0.0,,1.0,1.0,2015029578,21,0,2019.0,0.0
29.0,15.0,42000.0,4.0,1,776536.0,67979.5,5600.0,76407.0,,0.0,1.0,1.0,1.0,,,4.0,,0.0,0.0,1.0,1.0,2019031906,4,0,2019.0,0.0
29.0,16.0,90000.0,2.0,2,1163748.0,208145.0,300000.0,156600.0,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2019005265,1,1,2019.0,0.0
37.0,15.0,,2.0,1,772500.0,44070.0,70000.0,222400.0,,1.0,0.0,2.0,2.0,,,2.0,,0.0,0.0,1.0,1.0,2019029798,1,1,2019.0,1.0
46.0,6.0,10000.0,4.0,0,242566.0,40017.5,30000.0,76700.0,,0.0,1.0,2.0,2.0,,,3.0,,0.0,0.0,1.0,1.0,2019030849,2,0,2019.0,0.0
18.0,12.0,,3.0,0,166470.0,19737.0,0.0,43452.0,,0.0,1.0,1.0,1.0,,,3.0,,,0.0,1.0,1.0,2015032377,23,0,2019.0,0.0
53.0,9.0,40000.0,3.0,0,286169.0,85372.0,0.0,61187.0,,1.0,1.0,2.0,2.0,,6.0,3.0,,0.0,0.0,1.0,2.0,2017002769,1,1,2019.0,1.0
41.0,16.0,168000.0,2.0,2,5531080.0,210175.0,810000.0,101312.0,,1.0,0.0,2.0,1.0,,6.0,5.0,,1.0,,1.0,1.0,2019002132,2,0,2019.0,0.0
26.0,9.0,3000.0,4.0,0,49512.0,54827.754,0.0,6479.0,,0.0,1.0,1.0,2.0,,5.0,3.0,,0.0,0.0,1.0,1.0,2017037818,3,0,2019.0,0.0
49.0,9.0,,4.0,0,430295.0,54610.0,0.0,55340.0,,1.0,1.0,2.0,2.0,,,3.0,,,0.0,1.0,1.0,2019023340,1,1,2019.0,1.0
32.0,9.0,,2.0,1,746500.0,200.0,500000.0,84800.0,,0.0,1.0,2.0,1.0,1.0,,3.0,,0.0,0.0,2.0,1.0,2019012583,1,0,2019.0,0.0
47.0,9.0,,2.0,0,106223.0,17900.25,0.0,23600.0,,0.0,1.0,2.0,2.0,,2.0,3.0,0.0,0.0,0.0,1.0,1.0,2015024690,4,0,2019.0,1.0
57.0,6.0,,2.0,0,863845.0,16943.25,431290.0,63530.0,,0.0,1.0,2.0,2.0,,3.0,,,,0.0,2.0,1.0,2019022382,2,0,2019.0,0.0
37.0,15.0,,2.0,1,826908.0,-319567.5,0.0,188017.0,,1.0,1.0,2.0,1.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2019031726,3,0,2019.0,0.0
52.0,6.0,31200.0,1.0,0,456136.0,33708.0,100000.0,9292.0,,1.0,1.0,2.0,3.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2019025709,1,1,2019.0,1.0
21.0,12.0,,2.0,1,823950.0,198233.75,10000.0,55900.0,,1.0,0.0,1.0,1.0,,,,,,,1.0,1.0,2017018429,2,0,2019.0,0.0
32.0,9.0,36000.0,4.0,0,263180.0,68641.0,0.0,91563.0,,1.0,1.0,3.0,1.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2019031938,3,0,2019.0,1.0
57.0,6.0,,4.0,1,395099.0,238978.23,0.0,116270.0,,1.0,1.0,2.0,2.0,,3.0,3.0,,0.0,0.0,2.0,1.0,2019022788,2,1,2019.0,1.0
48.0,6.0,40000.0,3.0,0,518393.0,47401.312,,40248.0,,1.0,1.0,2.0,2.0,,,,,0.0,0.0,1.0,1.0,2019033214,2,0,2019.0,0.0
41.0,9.0,32000.0,2.0,0,120130.0,33187.5,0.0,44960.0,,1.0,1.0,2.0,2.0,0.0,6.0,3.0,,0.0,0.0,1.0,1.0,2013023751,1,1,2019.0,1.0
42.0,9.0,,2.0,0,303317.25,48384.0,70000.0,31781.0,,1.0,1.0,3.0,1.0,,,4.0,,,0.0,1.0,2.0,2013016813,3,0,2019.0,1.0
51.0,12.0,90000.0,3.0,1,395900.0,149665.0,169000.0,144200.0,,1.0,0.0,2.0,1.0,,2.0,1.0,1.0,1.0,,2.0,1.0,2019022480,2,1,2019.0,1.0
39.0,6.0,36000.0,4.0,0,410050.0,56425.0,0.0,43956.0,,1.0,0.0,2.0,2.0,,,2.0,,0.0,,1.0,2.0,2015029321,3,0,2019.0,0.0
30.0,15.0,150000.0,3.0,1,3061502.0,285521.5,20000.0,44018.0,20000.0,1.0,1.0,1.0,1.0,,5.0,4.0,,1.0,0.0,1.0,1.0,2013009661,22,0,2019.0,0.0
53.0,9.0,,4.0,1,745602.0,187693.34,85000.0,307688.0,,0.0,0.0,2.0,1.0,,3.0,3.0,,,0.0,1.0,1.0,2019027359,2,0,2019.0,1.0
42.0,15.0,60000.0,2.0,0,1791061.0,138386.12,400000.0,57908.0,,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2017004559,1,1,2019.0,1.0
17.0,12.0,,2.0,0,99660.0,27867.5,50000.0,82500.0,,1.0,1.0,,1.0,,,2.0,,,0.0,2.0,1.0,2013020782,4,0,2019.0,0.0
57.0,12.0,,1.0,0,55225.0,46400.016,14000.0,17585.0,,0.0,,3.0,2.0,0.0,5.0,4.0,,,,1.0,1.0,2019008850,1,1,2019.0,1.0
48.0,6.0,,5.0,1,809161.0,14569.5,350000.0,99550.0,,1.0,1.0,2.0,2.0,1.0,3.0,3.0,,0.0,0.0,1.0,1.0,2019022156,1,1,2019.0,0.0
29.0,9.0,,3.0,0,331029.0,48960.0,0.0,51682.0,,0.0,1.0,2.0,1.0,,,3.0,,,0.0,1.0,1.0,2017024651,4,0,2019.0,1.0
25.0,9.0,12000.0,2.0,0,1559669.0,53199.0,250000.0,534025.0,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,,0.0,0.0,2.0,1.0,2019000349,1,1,2019.0,0.0
42.0,6.0,13800.0,3.0,0,388480.0,404703.5,144000.0,92322.0,,0.0,1.0,2.0,1.0,,3.0,3.0,,0.0,0.0,1.0,1.0,2019029037,2,0,2019.0,1.0
46.0,12.0,,3.0,0,387618.0,94963.5,0.0,25386.0,,1.0,0.0,2.0,1.0,,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2019016240,2,1,2019.0,0.0
48.0,9.0,50000.0,1.0,0,1865787.0,22845.0,,63992.0,,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,2019022556,1,1,2019.0,0.0
39.0,12.0,,2.0,0,279050.0,-299996.5,105000.0,170831.0,,0.0,1.0,2.0,1.0,,3.0,3.0,,0.0,,2.0,1.0,2019022050,2,0,2019.0,0.0
41.0,6.0,,3.0,1,547330.0,106780.0,149000.0,41148.0,,0.0,1.0,2.0,1.0,,3.0,3.0,,,0.0,1.0,1.0,2017020807,2,0,2019.0,1.0
27.0,15.0,,2.0,0,27500.0,81244.0,,36555.0,,1.0,0.0,1.0,1.0,,,2.0,,0.0,,2.0,2.0,2019030838,3,0,2019.0,1.0
23.0,9.0,,4.0,0,419650.0,125303.25,0.0,30908.0,,0.0,0.0,2.0,1.0,,4.0,2.0,,,0.0,2.0,1.0,2019026176,3,0,2019.0,1.0
